  Year     Age    lx        dx        qx        Lx        Tx       ex
  1900      0   100000    11969    0.11969    92047    5829031    58.29
  1900      1    88031     2694    0.03061    86683    5736984    65.17
  1900      2    85336     1270    0.01488    84701    5650300    66.21
  1900      3    84066      850    0.01011    83641    5565599    66.21
  1900      4    83216      684    0.00822    82874    5481958    65.88
  1900      5    82532      483    0.00585    82290    5399084    65.42
  1900      6    82049      351    0.00428    81873    5316794    64.80
  1900      7    81697      250    0.00306    81572    5234921    64.08
  1900      8    81447      189    0.00232    81353    5153348    63.27
  1900      9    81258      151    0.00186    81183    5071996    62.42
  1900     10    81107      164    0.00203    81025    4990813    61.53
  1900     11    80943      160    0.00198    80863    4909788    60.66
  1900     12    80783      157    0.00195    80705    4828925    59.78
  1900     13    80626      183    0.00227    80534    4748221    58.89
  1900     14    80443      187    0.00233    80349    4667687    58.03
  1900     15    80255      205    0.00256    80152    4587338    57.16
  1900     16    80050      243    0.00304    79928    4507185    56.30
  1900     17    79806      290    0.00364    79661    4427257    55.47
  1900     18    79516      624    0.00785    79204    4347596    54.68
  1900     19    78892      408    0.00517    78688    4268392    54.10
  1900     20    78484      420    0.00535    78274    4189704    53.38
  1900     21    78064      357    0.00458    77885    4111430    52.67
  1900     22    77707      363    0.00467    77525    4033545    51.91
  1900     23    77344      370    0.00479    77158    3956020    51.15
  1900     24    76973      363    0.00471    76792    3878862    50.39
  1900     25    76611      365    0.00476    76428    3802070    49.63
  1900     26    76246      371    0.00487    76060    3725642    48.86
  1900     27    75875      347    0.00458    75701    3649582    48.10
  1900     28    75527      356    0.00472    75349    3573881    47.32
  1900     29    75171      358    0.00476    74992    3498531    46.54
  1900     30    74813      333    0.00444    74647    3423539    45.76
  1900     31    74481      333    0.00447    74314    3348892    44.96
  1900     32    74148      320    0.00432    73987    3274578    44.16
  1900     33    73827      315    0.00426    73670    3200591    43.35
  1900     34    73513      321    0.00436    73352    3126921    42.54
  1900     35    73192      335    0.00458    73024    3053568    41.72
  1900     36    72857      360    0.00494    72677    2980544    40.91
  1900     37    72497      350    0.00482    72322    2907867    40.11
  1900     38    72148      325    0.00451    71985    2835545    39.30
  1900     39    71822      322    0.00448    71661    2763560    38.48
  1900     40    71500      329    0.00460    71336    2691899    37.65
  1900     41    71172      334    0.00469    71005    2620563    36.82
  1900     42    70838      337    0.00476    70669    2549558    35.99
  1900     43    70500      355    0.00503    70323    2478889    35.16
  1900     44    70146      354    0.00505    69969    2408566    34.34
  1900     45    69791      367    0.00526    69608    2338598    33.51
  1900     46    69425      374    0.00539    69237    2268990    32.68
  1900     47    69050      397    0.00575    68852    2199752    31.86
  1900     48    68653      406    0.00591    68450    2130900    31.04
  1900     49    68247      429    0.00628    68033    2062450    30.22
  1900     50    67819      445    0.00656    67596    1994417    29.41
  1900     51    67374      490    0.00727    67129    1926821    28.60
  1900     52    66884      511    0.00765    66628    1859692    27.80
  1900     53    66372      534    0.00805    66105    1793064    27.02
  1900     54    65838      531    0.00807    65572    1726959    26.23
  1900     55    65307      547    0.00837    65033    1661387    25.44
  1900     56    64760      592    0.00914    64464    1596354    24.65
  1900     57    64168      635    0.00990    63851    1531890    23.87
  1900     58    63533      660    0.01038    63203    1468039    23.11
  1900     59    62873      696    0.01108    62525    1404836    22.34
  1900     60    62177      769    0.01237    61793    1342311    21.59
  1900     61    61408      817    0.01331    60999    1280518    20.85
  1900     62    60591      893    0.01474    60144    1219519    20.13
  1900     63    59697      959    0.01606    59218    1159375    19.42
  1900     64    58738      983    0.01674    58247    1100157    18.73
  1900     65    57755     1036    0.01794    57237    1041911    18.04
  1900     66    56720     1105    0.01949    56167     984673    17.36
  1900     67    55614     1157    0.02081    55035     928506    16.70
  1900     68    54457     1179    0.02165    53867     873471    16.04
  1900     69    53278     1223    0.02296    52666     819604    15.38
  1900     70    52055     1308    0.02513    51401     766937    14.73
  1900     71    50747     1389    0.02737    50052     715536    14.10
  1900     72    49358     1494    0.03027    48611     665484    13.48
  1900     73    47864     1546    0.03229    47091     616873    12.89
  1900     74    46318     1583    0.03419    45527     569782    12.30
  1900     75    44735     1623    0.03628    43923     524255    11.72
  1900     76    43112     1697    0.03935    42264     480332    11.14
  1900     77    41415     1747    0.04218    40542     438068    10.58
  1900     78    39668     1836    0.04627    38751     397527    10.02
  1900     79    37833     1874    0.04954    36896     358776     9.48
  1900     80    35958     2021    0.05620    34948     321880     8.95
  1900     81    33938     2040    0.06010    32918     286932     8.45
  1900     82    31898     2058    0.06453    30869     254015     7.96
  1900     83    29839     2175    0.07290    28752     223146     7.48
  1900     84    27664     2207    0.07979    26560     194394     7.03
  1900     85    25457     2263    0.08888    24325     167834     6.59
  1900     86    23194     2241    0.09660    22074     143509     6.19
  1900     87    20953     2229    0.10639    19839     121435     5.80
  1900     88    18724     2241    0.11968    17604     101596     5.43
  1900     89    16483     2092    0.12690    15437      83992     5.10
  1900     90    14392     1974    0.13718    13405      68555     4.76
  1900     91    12417     1846    0.14864    11495      55150     4.44
  1900     92    10572     1692    0.16007     9726      43656     4.13
  1900     93     8880     1636    0.18423     8062      33930     3.82
  1900     94     7244     1450    0.20021     6519      25868     3.57
  1900     95     5793     1275    0.22005     5156      19350     3.34
  1900     96     4519     1070    0.23675     3984      14194     3.14
  1900     97     3449      868    0.25172     3015      10210     2.96
  1900     98     2581      693    0.26839     2234       7196     2.79
  1900     99     1888      537    0.28442     1620       4961     2.63
  1900    100     1351      407    0.30154     1147       3342     2.47
  1900    101      944      302    0.31977      793       2194     2.33
  1900    102      642      218    0.33921      533       1401     2.18
  1900    103      424      153    0.35994      348        868     2.05
  1900    104      271      104    0.38201      220        521     1.92
  1900    105      168       68    0.40549      134        301     1.79
  1900    106      100       43    0.43038       78        167     1.68
  1900    107       57       26    0.45670       44         89     1.56
  1900    108       31       15    0.48438       23         45     1.46
  1900    109       16        8    0.51332       12         22     1.36
  1900    110        8        4    0.54348        6         10     1.27
  1900    111        4        2    0.57480        3          4     1.18
  1900    112        2        1    0.60730        1          2     1.10
  1900    113        1        0    0.64109        0          1     1.02
  1900    114        0        0    0.67626        0          0     0.95
  1900    115        0        0    0.71303        0          0     0.88
  1900    116        0        0    0.74530        0          0     0.82
  1900    117        0        0    0.77864        0          0     0.77
  1900    118        0        0    0.81338        0          0     0.72
  1900    119        0        0    0.84958        0          0     0.67
  1901      0   100000    10426    0.10426    93031    5972201    59.72
  1901      1    89574     2702    0.03016    88223    5879169    65.63
  1901      2    86872     1210    0.01392    86268    5790946    66.66
  1901      3    85663      883    0.01030    85221    5704678    66.59
  1901      4    84780      650    0.00766    84455    5619457    66.28
  1901      5    84131      504    0.00599    83879    5535001    65.79
  1901      6    83627      346    0.00414    83453    5451123    65.18
  1901      7    83280      244    0.00293    83158    5367669    64.45
  1901      8    83036      175    0.00211    82949    5284511    63.64
  1901      9    82861      167    0.00201    82778    5201562    62.77
  1901     10    82694      152    0.00184    82618    5118785    61.90
  1901     11    82542      146    0.00176    82469    5036167    61.01
  1901     12    82396      173    0.00210    82309    4953698    60.12
  1901     13    82223      175    0.00213    82135    4871389    59.25
  1901     14    82048      187    0.00228    81954    4789254    58.37
  1901     15    81861      218    0.00266    81752    4707299    57.50
  1901     16    81643      266    0.00325    81510    4625547    56.66
  1901     17    81378      558    0.00685    81099    4544036    55.84
  1901     18    80820      380    0.00470    80630    4462938    55.22
  1901     19    80440      388    0.00483    80246    4382308    54.48
  1901     20    80052      339    0.00423    79882    4302062    53.74
  1901     21    79713      355    0.00446    79535    4222180    52.97
  1901     22    79358      373    0.00470    79171    4142644    52.20
  1901     23    78985      374    0.00474    78797    4063473    51.45
  1901     24    78610      374    0.00475    78424    3984675    50.69
  1901     25    78237      375    0.00480    78049    3906252    49.93
  1901     26    77862      354    0.00455    77685    3828203    49.17
  1901     27    77508      364    0.00469    77326    3750518    48.39
  1901     28    77144      363    0.00471    76962    3673192    47.61
  1901     29    76781      335    0.00436    76613    3596230    46.84
  1901     30    76446      331    0.00433    76280    3519616    46.04
  1901     31    76115      319    0.00419    75956    3443336    45.24
  1901     32    75796      311    0.00410    75641    3367380    44.43
  1901     33    75486      315    0.00417    75328    3291739    43.61
  1901     34    75171      324    0.00431    75009    3216411    42.79
  1901     35    74847      348    0.00465    74673    3141402    41.97
  1901     36    74499      342    0.00459    74328    3066730    41.16
  1901     37    74156      319    0.00431    73997    2992402    40.35
  1901     38    73837      317    0.00429    73678    2918406    39.53
  1901     39    73520      317    0.00431    73362    2844727    38.69
  1901     40    73203      319    0.00436    73044    2771366    37.86
  1901     41    72884      326    0.00447    72721    2698322    37.02
  1901     42    72558      344    0.00474    72386    2625601    36.19
  1901     43    72215      348    0.00481    72041    2553215    35.36
  1901     44    71867      353    0.00491    71691    2481174    34.52
  1901     45    71514      357    0.00499    71336    2409483    33.69
  1901     46    71157      378    0.00531    70968    2338147    32.86
  1901     47    70780      387    0.00546    70586    2267179    32.03
  1901     48    70393      414    0.00588    70186    2196593    31.20
  1901     49    69979      424    0.00606    69767    2126407    30.39
  1901     50    69555      460    0.00662    69325    2056640    29.57
  1901     51    69095      487    0.00705    68851    1987315    28.76
  1901     52    68608      515    0.00751    68350    1918464    27.96
  1901     53    68092      521    0.00765    67832    1850114    27.17
  1901     54    67571      526    0.00778    67308    1782282    26.38
  1901     55    67045      561    0.00837    66764    1714974    25.58
  1901     56    66484      608    0.00914    66180    1648209    24.79
  1901     57    65876      629    0.00955    65561    1582030    24.02
  1901     58    65247      664    0.01018    64914    1516468    23.24
  1901     59    64582      719    0.01114    64223    1451554    22.48
  1901     60    63863      764    0.01196    63481    1387331    21.72
  1901     61    63099      849    0.01346    62674    1323850    20.98
  1901     62    62250      929    0.01492    61785    1261176    20.26
  1901     63    61321      961    0.01567    60840    1199391    19.56
  1901     64    60360     1000    0.01656    59860    1138551    18.86
  1901     65    59360     1056    0.01779    58832    1078691    18.17
  1901     66    58304     1112    0.01907    57748    1019859    17.49
  1901     67    57192     1133    0.01982    56625     962111    16.82
  1901     68    56059     1168    0.02084    55475     905486    16.15
  1901     69    54891     1247    0.02271    54267     850011    15.49
  1901     70    53644     1329    0.02477    52979     795744    14.83
  1901     71    52315     1435    0.02743    51597     742765    14.20
  1901     72    50880     1486    0.02921    50137     691167    13.58
  1901     73    49394     1530    0.03098    48629     641030    12.98
  1901     74    47864     1574    0.03288    47077     592401    12.38
  1901     75    46290     1646    0.03556    45467     545324    11.78
  1901     76    44644     1703    0.03815    43792     499857    11.20
  1901     77    42941     1797    0.04185    42042     456065    10.62
  1901     78    41144     1843    0.04480    40222     414022    10.06
  1901     79    39300     1997    0.05080    38302     373800     9.51
  1901     80    37304     2026    0.05432    36290     335498     8.99
  1901     81    35277     2060    0.05841    34247     299208     8.48
  1901     82    33217     2189    0.06589    32123     264961     7.98
  1901     83    31028     2233    0.07197    29912     232838     7.50
  1901     84    28795     2312    0.08029    27639     202926     7.05
  1901     85    26483     2318    0.08754    25324     175287     6.62
  1901     86    24165     2329    0.09640    23000     149963     6.21
  1901     87    21836     2366    0.10834    20653     126963     5.81
  1901     88    19470     2237    0.11490    18351     106310     5.46
  1901     89    17233     2145    0.12448    16160      87959     5.10
  1901     90    15088     2040    0.13520    14068      71798     4.76
  1901     91    13048     1905    0.14604    12095      57730     4.42
  1901     92    11142     1875    0.16832    10205      45635     4.10
  1901     93     9267     1699    0.18330     8418      35431     3.82
  1901     94     7568     1534    0.20267     6801      27013     3.57
  1901     95     6034     1323    0.21918     5373      20212     3.35
  1901     96     4712     1104    0.23441     4160      14839     3.15
  1901     97     3607      907    0.25152     3154      10679     2.96
  1901     98     2700      724    0.26832     2338       7526     2.79
  1901     99     1976      562    0.28448     1695       5188     2.63
  1901    100     1414      426    0.30167     1200       3493     2.47
  1901    101      987      316    0.32001      829       2293     2.32
  1901    102      671      228    0.33956      557       1464     2.18
  1901    103      443      160    0.36039      363        906     2.04
  1901    104      284      108    0.38253      229        543     1.92
  1901    105      175       71    0.40602      140        314     1.79
  1901    106      104       45    0.43084       82        174     1.68
  1901    107       59       27    0.45696       46         93     1.56
  1901    108       32       16    0.48427       24         47     1.46
  1901    109       17        8    0.51271       12         23     1.36
  1901    110        8        4    0.54227        6         10     1.27
  1901    111        4        2    0.57292        3          4     1.18
  1901    112        2        1    0.60480        1          2     1.10
  1901    113        1        0    0.63798        0          1     1.03
  1901    114        0        0    0.67267        0          0     0.95
  1901    115        0        0    0.70901        0          0     0.89
  1901    116        0        0    0.74156        0          0     0.83
  1901    117        0        0    0.77465        0          0     0.78
  1901    118        0        0    0.80913        0          0     0.72
  1901    119        0        0    0.84511        0          0     0.67
  1902      0   100000    10262    0.10262    93101    6029382    60.29
  1902      1    89738     2530    0.02820    88473    5936281    66.15
  1902      2    87208     1238    0.01420    86589    5847808    67.06
  1902      3    85970      825    0.00960    85558    5761218    67.01
  1902      4    85145      698    0.00819    84796    5675660    66.66
  1902      5    84447      478    0.00566    84209    5590864    66.21
  1902      6    83970      331    0.00394    83804    5506655    65.58
  1902      7    83639      228    0.00272    83525    5422851    64.84
  1902      8    83411      191    0.00228    83316    5339326    64.01
  1902      9    83221      155    0.00186    83143    5256010    63.16
  1902     10    83066      137    0.00165    82997    5172866    62.27
  1902     11    82929      160    0.00193    82849    5089868    61.38
  1902     12    82769      162    0.00196    82687    5007020    60.49
  1902     13    82606      170    0.00206    82521    4924333    59.61
  1902     14    82436      194    0.00236    82339    4841811    58.73
  1902     15    82242      236    0.00287    82124    4759472    57.87
  1902     16    82006      492    0.00600    81760    4677348    57.04
  1902     17    81514      343    0.00421    81343    4595587    56.38
  1902     18    81171      352    0.00434    80995    4514245    55.61
  1902     19    80819      313    0.00387    80662    4433250    54.85
  1902     20    80506      333    0.00414    80339    4352588    54.07
  1902     21    80173      360    0.00450    79993    4272248    53.29
  1902     22    79812      372    0.00466    79627    4192255    52.53
  1902     23    79441      375    0.00472    79253    4112629    51.77
  1902     24    79066      374    0.00472    78879    4033376    51.01
  1902     25    78692      353    0.00449    78516    3954497    50.25
  1902     26    78339      365    0.00466    78156    3875981    49.48
  1902     27    77974      363    0.00466    77792    3797825    48.71
  1902     28    77610      333    0.00429    77444    3720033    47.93
  1902     29    77278      323    0.00418    77116    3642589    47.14
  1902     30    76955      313    0.00406    76799    3565473    46.33
  1902     31    76642      305    0.00398    76490    3488674    45.52
  1902     32    76337      306    0.00401    76184    3412184    44.70
  1902     33    76031      311    0.00409    75876    3336000    43.88
  1902     34    75720      329    0.00435    75556    3260124    43.05
  1902     35    75391      328    0.00435    75227    3184569    42.24
  1902     36    75063      306    0.00408    74910    3109342    41.42
  1902     37    74756      307    0.00410    74603    3034432    40.59
  1902     38    74450      302    0.00405    74299    2959829    39.76
  1902     39    74148      300    0.00404    73998    2885531    38.92
  1902     40    73848      308    0.00418    73694    2811533    38.07
  1902     41    73540      327    0.00445    73376    2737839    37.23
  1902     42    73213      335    0.00457    73045    2664462    36.39
  1902     43    72878      334    0.00459    72711    2591417    35.56
  1902     44    72544      336    0.00463    72376    2518706    34.72
  1902     45    72208      354    0.00490    72031    2446331    33.88
  1902     46    71854      363    0.00505    71672    2374300    33.04
  1902     47    71490      391    0.00548    71295    2302628    32.21
  1902     48    71099      399    0.00561    70899    2231334    31.38
  1902     49    70700      423    0.00598    70488    2160434    30.56
  1902     50    70277      452    0.00643    70051    2089946    29.74
  1902     51    69825      483    0.00691    69584    2019895    28.93
  1902     52    69343      498    0.00719    69093    1950311    28.13
  1902     53    68844      500    0.00726    68594    1881217    27.33
  1902     54    68344      524    0.00766    68082    1812623    26.52
  1902     55    67821      573    0.00845    67534    1744541    25.72
  1902     56    67248      593    0.00882    66951    1677007    24.94
  1902     57    66655      625    0.00938    66342    1610056    24.16
  1902     58    66030      664    0.01006    65697    1543713    23.38
  1902     59    65365      697    0.01067    65017    1478016    22.61
  1902     60    64668      784    0.01212    64276    1412999    21.85
  1902     61    63884      872    0.01365    63448    1348723    21.11
  1902     62    63012      917    0.01456    62554    1285275    20.40
  1902     63    62095      955    0.01538    61618    1222722    19.69
  1902     64    61140      996    0.01629    60642    1161104    18.99
  1902     65    60144     1045    0.01737    59622    1100461    18.30
  1902     66    59099     1078    0.01823    58561    1040839    17.61
  1902     67    58022     1103    0.01901    57470     982279    16.93
  1902     68    56919     1174    0.02062    56332     924808    16.25
  1902     69    55745     1253    0.02248    55119     868477    15.58
  1902     70    54492     1354    0.02485    53815     813358    14.93
  1902     71    53138     1404    0.02643    52436     759543    14.29
  1902     72    51734     1454    0.02810    51007     707107    13.67
  1902     73    50280     1501    0.02985    49530     656100    13.05
  1902     74    48779     1572    0.03223    47993     606570    12.44
  1902     75    47207     1630    0.03453    46392     558577    11.83
  1902     76    45577     1727    0.03789    44713     512185    11.24
  1902     77    43850     1778    0.04055    42961     467472    10.66
  1902     78    42072     1934    0.04597    41105     424512    10.09
  1902     79    40138     1973    0.04915    39151     383407     9.55
  1902     80    38165     2022    0.05297    37154     344256     9.02
  1902     81    36143     2153    0.05956    35067     307102     8.50
  1902     82    33990     2208    0.06497    32886     272035     8.00
  1902     83    31782     2303    0.07248    30630     239149     7.52
  1902     84    29479     2337    0.07928    28310     208519     7.07
  1902     85    27141     2366    0.08718    25958     180209     6.64
  1902     86    24775     2426    0.09794    23562     154250     6.23
  1902     87    22349     2323    0.10394    21187     130689     5.85
  1902     88    20026     2259    0.11278    18896     109501     5.47
  1902     89    17767     2181    0.12274    16677      90605     5.10
  1902     90    15586     2072    0.13294    14550      73928     4.74
  1902     91    13514     2073    0.15341    12478      59378     4.39
  1902     92    11441     1915    0.16737    10484      46900     4.10
  1902     93     9526     1768    0.18555     8642      36417     3.82
  1902     94     7759     1565    0.20167     6976      27774     3.58
  1902     95     6194     1343    0.21690     5522      20798     3.36
  1902     96     4850     1136    0.23417     4283      15276     3.15
  1902     97     3715      934    0.25142     3248      10993     2.96
  1902     98     2781      746    0.26837     2408       7746     2.79
  1902     99     2034      579    0.28460     1745       5338     2.62
  1902    100     1455      439    0.30190     1236       3593     2.47
  1902    101     1016      325    0.32034      853       2357     2.32
  1902    102      691      235    0.33999      573       1504     2.18
  1902    103      456      164    0.36088      374        931     2.04
  1902    104      291      112    0.38304      236        557     1.91
  1902    105      180       73    0.40646      143        322     1.79
  1902    106      107       46    0.43109       84        179     1.68
  1902    107       61       28    0.45686       47         95     1.57
  1902    108       33       16    0.48369       25         48     1.46
  1902    109       17        9    0.51157       13         23     1.37
  1902    110        8        4    0.54049        6         11     1.28
  1902    111        4        2    0.57056        3          5     1.19
  1902    112        2        1    0.60187        1          2     1.11
  1902    113        1        0    0.63459        0          1     1.03
  1902    114        0        0    0.66887        0          0     0.96
  1902    115        0        0    0.70485        0          0     0.89
  1902    116        0        0    0.73776        0          0     0.84
  1902    117        0        0    0.77060        0          0     0.78
  1902    118        0        0    0.80487        0          0     0.73
  1902    119        0        0    0.84064        0          0     0.68
  1903      0   100000     9804    0.09804    93370    6096064    60.96
  1903      1    90196     2593    0.02875    88900    6002694    66.55
  1903      2    87603     1158    0.01322    87024    5913795    67.51
  1903      3    86445      887    0.01027    86001    5826771    67.40
  1903      4    85558      650    0.00760    85232    5740769    67.10
  1903      5    84907      456    0.00537    84679    5655537    66.61
  1903      6    84451      315    0.00373    84294    5570858    65.97
  1903      7    84136      246    0.00292    84013    5486565    65.21
  1903      8    83890      176    0.00210    83802    5402552    64.40
  1903      9    83714      141    0.00168    83644    5318750    63.53
  1903     10    83574      152    0.00182    83497    5235106    62.64
  1903     11    83421      153    0.00183    83345    5151608    61.75
  1903     12    83268      155    0.00186    83191    5068263    60.87
  1903     13    83113      176    0.00212    83025    4985072    59.98
  1903     14    82937      212    0.00255    82831    4902047    59.11
  1903     15    82725      436    0.00527    82507    4819216    58.26
  1903     16    82289      306    0.00372    82136    4736708    57.56
  1903     17    81983      316    0.00386    81825    4654572    56.77
  1903     18    81667      289    0.00354    81523    4572747    55.99
  1903     19    81378      310    0.00381    81223    4491224    55.19
  1903     20    81068      340    0.00420    80898    4410001    54.40
  1903     21    80728      358    0.00443    80549    4329103    53.63
  1903     22    80370      370    0.00461    80185    4248554    52.86
  1903     23    80000      372    0.00465    79814    4168369    52.10
  1903     24    79628      353    0.00443    79451    4088556    51.35
  1903     25    79275      366    0.00462    79092    4009104    50.57
  1903     26    78909      364    0.00461    78727    3930012    49.80
  1903     27    78545      331    0.00422    78379    3851285    49.03
  1903     28    78214      316    0.00404    78056    3772906    48.24
  1903     29    77898      307    0.00394    77744    3694850    47.43
  1903     30    77591      302    0.00389    77440    3617106    46.62
  1903     31    77289      302    0.00390    77139    3539665    45.80
  1903     32    76988      301    0.00391    76837    3462527    44.98
  1903     33    76687      314    0.00409    76530    3385689    44.15
  1903     34    76373      314    0.00411    76216    3309160    43.33
  1903     35    76059      293    0.00385    75912    3232944    42.51
  1903     36    75766      295    0.00389    75618    3157032    41.67
  1903     37    75471      289    0.00382    75327    3081413    40.83
  1903     38    75182      283    0.00376    75041    3006087    39.98
  1903     39    74899      292    0.00390    74753    2931046    39.13
  1903     40    74607      311    0.00417    74452    2856293    38.28
  1903     41    74296      320    0.00430    74136    2781841    37.44
  1903     42    73976      318    0.00430    73817    2707705    36.60
  1903     43    73658      317    0.00430    73500    2633888    35.76
  1903     44    73341      332    0.00453    73175    2560388    34.91
  1903     45    73009      342    0.00469    72838    2487213    34.07
  1903     46    72667      368    0.00506    72483    2414374    33.23
  1903     47    72299      376    0.00520    72111    2341891    32.39
  1903     48    71924      389    0.00541    71729    2269779    31.56
  1903     49    71534      417    0.00583    71326    2198050    30.73
  1903     50    71117      447    0.00628    70894    2126725    29.90
  1903     51    70671      468    0.00663    70436    2055831    29.09
  1903     52    70202      473    0.00674    69965    1985394    28.28
  1903     53    69729      491    0.00704    69483    1915429    27.47
  1903     54    69238      542    0.00783    68967    1845946    26.66
  1903     55    68696      562    0.00818    68415    1776978    25.87
  1903     56    68135      589    0.00865    67840    1708563    25.08
  1903     57    67545      617    0.00914    67237    1640723    24.29
  1903     58    66928      639    0.00954    66609    1573486    23.51
  1903     59    66289      718    0.01083    65930    1506878    22.73
  1903     60    65572      807    0.01230    65168    1440947    21.98
  1903     61    64765      861    0.01330    64334    1375779    21.24
  1903     62    63904      907    0.01420    63450    1311444    20.52
  1903     63    62996      945    0.01499    62524    1247994    19.81
  1903     64    62052      983    0.01585    61560    1185470    19.10
  1903     65    61068     1030    0.01686    60553    1123910    18.40
  1903     66    60039     1048    0.01745    59515    1063357    17.71
  1903     67    58991     1109    0.01881    58436    1003842    17.02
  1903     68    57881     1186    0.02049    57288     945406    16.33
  1903     69    56695     1279    0.02256    56056     888118    15.66
  1903     70    55416     1327    0.02395    54752     832063    15.01
  1903     71    54089     1378    0.02548    53400     777310    14.37
  1903     72    52711     1430    0.02712    51996     723911    13.73
  1903     73    51281     1504    0.02932    50529     671915    13.10
  1903     74    49777     1560    0.03134    48997     621386    12.48
  1903     75    48217     1656    0.03434    47389     572388    11.87
  1903     76    46561     1711    0.03675    45705     524999    11.28
  1903     77    44850     1867    0.04163    43916     479294    10.69
  1903     78    42982     1913    0.04451    42026     435378    10.13
  1903     79    41069     1976    0.04811    40081     393352     9.58
  1903     80    39094     2107    0.05389    38040     353270     9.04
  1903     81    36987     2175    0.05881    35899     315230     8.52
  1903     82    34812     2278    0.06544    33672     279331     8.02
  1903     83    32533     2336    0.07179    31366     245659     7.55
  1903     84    30198     2378    0.07874    29009     214293     7.10
  1903     85    27820     2461    0.08846    26589     185284     6.66
  1903     86    25359     2384    0.09402    24167     158695     6.26
  1903     87    22975     2345    0.10207    21802     134528     5.86
  1903     88    20630     2295    0.11124    19482     112726     5.46
  1903     89    18335     2215    0.12078    17227      93244     5.09
  1903     90    16120     2249    0.13950    14996      76017     4.72
  1903     91    13871     2114    0.15243    12814      61021     4.40
  1903     92    11757     1992    0.16945    10761      48207     4.10
  1903     93     9765     1801    0.18441     8864      37446     3.83
  1903     94     7964     1588    0.19943     7170      28582     3.59
  1903     95     6376     1381    0.21659     5685      21412     3.36
  1903     96     4995     1169    0.23401     4410      15727     3.15
  1903     97     3826      962    0.25144     3345      11316     2.96
  1903     98     2864      769    0.26849     2479       7971     2.78
  1903     99     2095      597    0.28481     1797       5492     2.62
  1903    100     1498      453    0.30221     1272       3695     2.47
  1903    101     1046      335    0.32074      878       2423     2.32
  1903    102      710      242    0.34045      589       1545     2.18
  1903    103      468      169    0.36136      384        956     2.04
  1903    104      299      115    0.38345      242        572     1.91
  1903    105      184       75    0.40669      147        331     1.79
  1903    106      109       47    0.43100       86        184     1.68
  1903    107       62       28    0.45631       48         98     1.57
  1903    108       34       16    0.48262       26         50     1.47
  1903    109       18        9    0.50990       13         24     1.37
  1903    110        9        5    0.53827        6         11     1.28
  1903    111        4        2    0.56780        3          5     1.20
  1903    112        2        1    0.59867        1          2     1.12
  1903    113        1        0    0.63101        0          1     1.04
  1903    114        0        0    0.66496        0          0     0.97
  1903    115        0        0    0.70063        0          0     0.90
  1903    116        0        0    0.73390        0          0     0.84
  1903    117        0        0    0.76654        0          0     0.79
  1903    118        0        0    0.80061        0          0     0.74
  1903    119        0        0    0.83617        0          0     0.69
  1904      0   100000    10272    0.10272    93012    6109945    61.10
  1904      1    89728     2400    0.02675    88528    6016932    67.06
  1904      2    87328     1235    0.01414    86711    5928404    67.89
  1904      3    86093      820    0.00952    85683    5841693    67.85
  1904      4    85273      615    0.00721    84966    5756011    67.50
  1904      5    84658      436    0.00515    84441    5671044    66.99
  1904      6    84223      334    0.00397    84056    5586604    66.33
  1904      7    83888      221    0.00263    83778    5502548    65.59
  1904      8    83668      160    0.00192    83587    5418770    64.77
  1904      9    83507      155    0.00186    83429    5335183    63.89
  1904     10    83352      148    0.00178    83278    5251754    63.01
  1904     11    83203      141    0.00170    83133    5168476    62.12
  1904     12    83062      158    0.00190    82983    5085343    61.22
  1904     13    82904      191    0.00230    82809    5002360    60.34
  1904     14    82714      387    0.00468    82520    4919551    59.48
  1904     15    82326      267    0.00324    82193    4837032    58.75
  1904     16    82060      279    0.00340    81920    4754838    57.94
  1904     17    81781      262    0.00320    81650    4672918    57.14
  1904     18    81519      286    0.00350    81376    4591268    56.32
  1904     19    81233      316    0.00389    81075    4509892    55.52
  1904     20    80917      332    0.00410    80751    4428816    54.73
  1904     21    80585      353    0.00438    80409    4348065    53.96
  1904     22    80232      361    0.00450    80052    4267656    53.19
  1904     23    79871      348    0.00436    79697    4187604    52.43
  1904     24    79523      365    0.00459    79340    4107907    51.66
  1904     25    79158      360    0.00455    78978    4028567    50.89
  1904     26    78798      327    0.00415    78634    3949588    50.12
  1904     27    78471      309    0.00394    78316    3870954    49.33
  1904     28    78162      299    0.00382    78012    3792638    48.52
  1904     29    77863      296    0.00380    77715    3714625    47.71
  1904     30    77567      297    0.00383    77419    3636910    46.89
  1904     31    77270      294    0.00380    77123    3559492    46.07
  1904     32    76976      300    0.00390    76826    3482369    45.24
  1904     33    76676      299    0.00390    76526    3405543    44.41
  1904     34    76377      277    0.00362    76238    3329017    43.59
  1904     35    76100      280    0.00368    75960    3252778    42.74
  1904     36    75820      275    0.00363    75683    3176818    41.90
  1904     37    75545      266    0.00353    75412    3101136    41.05
  1904     38    75279      275    0.00366    75141    3025724    40.19
  1904     39    75003      293    0.00391    74857    2950583    39.34
  1904     40    74710      300    0.00402    74560    2875726    38.49
  1904     41    74410      301    0.00404    74259    2801166    37.65
  1904     42    74109      297    0.00401    73960    2726907    36.80
  1904     43    73812      309    0.00418    73657    2652947    35.94
  1904     44    73503      320    0.00436    73343    2579289    35.09
  1904     45    73182      340    0.00464    73013    2505947    34.24
  1904     46    72843      350    0.00480    72668    2432934    33.40
  1904     47    72493      357    0.00493    72314    2360267    32.56
