  Year     Age    lx        dx        qx        Lx        Tx       ex
  1907     11    83822      283    0.00337    83681    5285733    63.06
  1907     12    83540      181    0.00216    83450    5202052    62.27
  1907     13    83359      193    0.00232    83263    5118602    61.40
  1907     14    83166      188    0.00226    83072    5035340    60.55
  1907     15    82979      204    0.00246    82877    4952267    59.68
  1907     16    82775      239    0.00289    82655    4869390    58.83
  1907     17    82535      254    0.00307    82409    4786735    58.00
  1907     18    82282      283    0.00343    82140    4704327    57.17
  1907     19    81999      300    0.00366    81849    4622186    56.37
  1907     20    81699      304    0.00372    81547    4540337    55.57
  1907     21    81395      341    0.00419    81225    4458791    54.78
  1907     22    81054      347    0.00428    80881    4377566    54.01
  1907     23    80707      319    0.00395    80548    4296685    53.24
  1907     24    80388      309    0.00384    80234    4216138    52.45
  1907     25    80079      287    0.00358    79936    4135904    51.65
  1907     26    79792      282    0.00354    79651    4055968    50.83
  1907     27    79510      287    0.00361    79366    3976317    50.01
  1907     28    79223      289    0.00365    79078    3896951    49.19
  1907     29    78933      296    0.00375    78785    3817873    48.37
  1907     30    78637      278    0.00353    78498    3739088    47.55
  1907     31    78359      247    0.00315    78236    3660590    46.72
  1907     32    78112      245    0.00313    77990    3582355    45.86
  1907     33    77867      246    0.00316    77745    3504365    45.00
  1907     34    77622      239    0.00308    77502    3426620    44.15
  1907     35    77383      238    0.00307    77264    3349118    43.28
  1907     36    77145      253    0.00328    77018    3271854    42.41
  1907     37    76892      254    0.00331    76765    3194836    41.55
  1907     38    76637      263    0.00343    76506    3118071    40.69
  1907     39    76375      255    0.00334    76247    3041565    39.82
  1907     40    76120      257    0.00337    75992    2965317    38.96
  1907     41    75863      266    0.00351    75730    2889326    38.09
  1907     42    75597      270    0.00357    75462    2813595    37.22
  1907     43    75327      286    0.00380    75184    2738133    36.35
  1907     44    75041      297    0.00396    74892    2662949    35.49
  1907     45    74744      308    0.00412    74590    2588057    34.63
  1907     46    74436      318    0.00427    74277    2513467    33.77
  1907     47    74118      326    0.00439    73955    2439191    32.91
  1907     48    73792      346    0.00468    73620    2365235    32.05
  1907     49    73447      372    0.00507    73261    2291616    31.20
  1907     50    73074      415    0.00568    72867    2218355    30.36
  1907     51    72659      443    0.00609    72438    2145488    29.53
  1907     52    72217      460    0.00637    71986    2073050    28.71
  1907     53    71756      492    0.00686    71510    2001064    27.89
  1907     54    71264      505    0.00708    71012    1929554    27.08
  1907     55    70759      536    0.00757    70492    1858542    26.27
  1907     56    70224      576    0.00821    69936    1788050    25.46
  1907     57    69647      601    0.00862    69347    1718115    24.67
  1907     58    69047      656    0.00950    68719    1648767    23.88
  1907     59    68391      713    0.01042    68035    1580048    23.10
  1907     60    67678      759    0.01121    67299    1512014    22.34
  1907     61    66920      852    0.01273    66494    1444715    21.59
  1907     62    66068      869    0.01315    65633    1378221    20.86
  1907     63    65199      910    0.01396    64744    1312588    20.13
  1907     64    64289      952    0.01481    63813    1247844    19.41
  1907     65    63337     1006    0.01589    62834    1184031    18.69
  1907     66    62331     1046    0.01678    61808    1121198    17.99
  1907     67    61285     1084    0.01768    60743    1059390    17.29
  1907     68    60201     1123    0.01865    59640     998647    16.59
  1907     69    59079     1192    0.02017    58483     939007    15.89
  1907     70    57887     1256    0.02170    57259     880525    15.21
  1907     71    56631     1347    0.02379    55957     823266    14.54
  1907     72    55284     1407    0.02546    54580     767309    13.88
  1907     73    53876     1539    0.02856    53107     712729    13.23
  1907     74    52337     1592    0.03042    51541     659622    12.60
  1907     75    50745     1670    0.03292    49910     608080    11.98
  1907     76    49075     1795    0.03657    48178     558170    11.37
  1907     77    47280     1913    0.04046    46324     509992    10.79
  1907     78    45367     2010    0.04431    44362     463669    10.22
  1907     79    43357     2098    0.04839    42308     419306     9.67
  1907     80    41259     2175    0.05272    40171     376998     9.14
  1907     81    39084     2296    0.05874    37936     336827     8.62
  1907     82    36788     2329    0.06330    35624     298891     8.12
  1907     83    34460     2355    0.06833    33282     263267     7.64
  1907     84    32105     2388    0.07438    30911     229985     7.16
  1907     85    29717     2418    0.08136    28508     199073     6.70
  1907     86    27300     2558    0.09371    26020     170565     6.25
  1907     87    24741     2543    0.10279    23470     144545     5.84
  1907     88    22198     2556    0.11514    20920     121075     5.45
  1907     89    19642     2471    0.12579    18407     100155     5.10
  1907     90    17171     2349    0.13680    15997      81748     4.76
  1907     91    14822     2227    0.15026    13709      65751     4.44
  1907     92    12595     2078    0.16497    11556      52042     4.13
  1907     93    10517     1904    0.18099     9566      40486     3.85
  1907     94     8614     1708    0.19832     7760      30920     3.59
  1907     95     6906     1493    0.21615     6159      23160     3.35
  1907     96     5413     1268    0.23422     4779      17001     3.14
  1907     97     4145     1045    0.25218     3622      12222     2.95
  1907     98     3100      836    0.26967     2682       8599     2.77
  1907     99     2264      648    0.28623     1940       5917     2.61
  1907    100     1616      491    0.30373     1371       3978     2.46
  1907    101     1125      362    0.32214      944       2607     2.32
  1907    102      763      260    0.34139      632       1663     2.18
  1907    103      502      182    0.36144      412       1031     2.05
  1907    104      321      123    0.38228      259        619     1.93
  1907    105      198       80    0.40389      158        360     1.82
  1907    106      118       50    0.42636       93        202     1.71
  1907    107       68       30    0.44975       53        109     1.60
  1907    108       37       18    0.47420       28         56     1.50
  1907    109       20       10    0.49982       15         28     1.41
  1907    110       10        5    0.52671        7         13     1.32
  1907    111        5        3    0.55497        3          6     1.24
  1907    112        2        1    0.58472        1          2     1.15
  1907    113        1        1    0.61606        1          1     1.08
  1907    114        0        0    0.64903        0          0     1.00
  1907    115        0        0    0.68377        0          0     0.93
  1907    116        0        0    0.71848        0          0     0.87
  1907    117        0        0    0.75041        0          0     0.81
  1907    118        0        0    0.78377        0          0     0.76
  1907    119        0        0    0.81864        0          0     0.71
  1908      0   100000     9842    0.09842    93149    6295130    62.95
  1908      1    90158     2189    0.02428    89063    6201981    68.79
  1908      2    87969     1111    0.01263    87414    6112918    69.49
  1908      3    86858      675    0.00778    86520    6025504    69.37
  1908      4    86182      494    0.00573    85935    5938984    68.91
  1908      5    85688      405    0.00472    85486    5853048    68.31
  1908      6    85284      277    0.00325    85145    5767563    67.63
  1908      7    85007      188    0.00221    84913    5682417    66.85
  1908      8    84819      153    0.00180    84743    5597504    65.99
  1908      9    84666      149    0.00176    84592    5512761    65.11
  1908     10    84517      263    0.00311    84386    5428170    64.23
  1908     11    84255      169    0.00200    84171    5343783    63.42
  1908     12    84086      175    0.00208    83999    5259613    62.55
  1908     13    83912      169    0.00201    83827    5175614    61.68
  1908     14    83743      178    0.00213    83654    5091787    60.80
  1908     15    83565      209    0.00251    83460    5008133    59.93
  1908     16    83355      226    0.00271    83242    4924673    59.08
  1908     17    83129      257    0.00310    83001    4841431    58.24
  1908     18    82872      278    0.00336    82733    4758430    57.42
  1908     19    82593      283    0.00342    82452    4675698    56.61
  1908     20    82311      321    0.00390    82150    4593246    55.80
  1908     21    81990      332    0.00405    81824    4511095    55.02
  1908     22    81658      312    0.00382    81501    4429271    54.24
  1908     23    81345      310    0.00381    81190    4347770    53.45
  1908     24    81035      286    0.00353    80892    4266579    52.65
  1908     25    80749      278    0.00344    80610    4185687    51.84
  1908     26    80471      283    0.00352    80329    4105077    51.01
  1908     27    80188      287    0.00358    80044    4024747    50.19
  1908     28    79900      297    0.00372    79752    3944703    49.37
  1908     29    79603      276    0.00347    79465    3864951    48.55
  1908     30    79327      245    0.00308    79204    3785486    47.72
  1908     31    79082      238    0.00302    78963    3706281    46.87
  1908     32    78844      238    0.00302    78725    3627318    46.01
  1908     33    78605      233    0.00297    78489    3548594    45.14
  1908     34    78372      229    0.00292    78258    3470105    44.28
  1908     35    78143      243    0.00310    78022    3391847    43.41
  1908     36    77901      243    0.00312    77779    3313826    42.54
  1908     37    77657      252    0.00325    77531    3236046    41.67
  1908     38    77405      244    0.00316    77283    3158515    40.80
  1908     39    77161      244    0.00317    77039    3081231    39.93
  1908     40    76917      251    0.00326    76791    3004192    39.06
  1908     41    76666      253    0.00329    76540    2927401    38.18
  1908     42    76413      268    0.00351    76279    2850862    37.31
  1908     43    76145      282    0.00370    76004    2774583    36.44
  1908     44    75863      291    0.00384    75718    2698578    35.57
  1908     45    75572      300    0.00397    75422    2622861    34.71
  1908     46    75272      303    0.00403    75120    2547439    33.84
  1908     47    74969      321    0.00428    74808    2472319    32.98
  1908     48    74648      350    0.00468    74473    2397510    32.12
  1908     49    74298      386    0.00520    74105    2323037    31.27
  1908     50    73912      412    0.00558    73706    2248932    30.43
  1908     51    73500      432    0.00588    73284    2175226    29.59
  1908     52    73068      468    0.00640    72834    2101942    28.77
  1908     53    72600      488    0.00672    72356    2029108    27.95
  1908     54    72112      517    0.00716    71854    1956751    27.13
  1908     55    71596      550    0.00768    71321    1884897    26.33
  1908     56    71046      567    0.00798    70762    1813577    25.53
  1908     57    70479      608    0.00863    70175    1742814    24.73
  1908     58    69871      664    0.00950    69539    1672640    23.94
  1908     59    69207      713    0.01030    68850    1603101    23.16
  1908     60    68494      799    0.01167    68094    1534250    22.40
  1908     61    67695      827    0.01221    67281    1466156    21.66
  1908     62    66868      873    0.01306    66432    1398874    20.92
  1908     63    65995      913    0.01384    65538    1332443    20.19
  1908     64    65082      957    0.01471    64603    1266904    19.47
  1908     65    64125      995    0.01551    63628    1202301    18.75
  1908     66    63130     1030    0.01632    62615    1138674    18.04
  1908     67    62100     1064    0.01713    61568    1076059    17.33
  1908     68    61036     1129    0.01850    60471    1014491    16.62
  1908     69    59907     1192    0.01990    59310     954019    15.93
  1908     70    58714     1275    0.02172    58077     894709    15.24
  1908     71    57439     1337    0.02328    56770     836632    14.57
  1908     72    56102     1468    0.02616    55368     779862    13.90
  1908     73    54634     1523    0.02788    53873     724493    13.26
  1908     74    53111     1597    0.03007    52313     670621    12.63
  1908     75    51514     1718    0.03335    50655     618308    12.00
  1908     76    49796     1835    0.03684    48879     567653    11.40
  1908     77    47962     1935    0.04035    46994     518774    10.82
  1908     78    46026     2026    0.04402    45013     471780    10.25
  1908     79    44000     2111    0.04798    42945     426767     9.70
  1908     80    41889     2223    0.05307    40778     383822     9.16
  1908     81    39666     2273    0.05731    38529     343045     8.65
  1908     82    37393     2313    0.06185    36236     304515     8.14
  1908     83    35080     2359    0.06724    33901     268279     7.65
  1908     84    32721     2410    0.07365    31516     234378     7.16
  1908     85    30311     2564    0.08460    29029     202862     6.69
  1908     86    27747     2577    0.09289    26458     173833     6.26
  1908     87    25170     2619    0.10404    23860     147375     5.86
  1908     88    22551     2564    0.11371    21269     123514     5.48
  1908     89    19987     2474    0.12378    18750     102246     5.12
  1908     90    17513     2384    0.13613    16321      83496     4.77
  1908     91    15129     2265    0.14970    13996      67175     4.44
  1908     92    12864     2117    0.16456    11805      53179     4.13
  1908     93    10747     1942    0.18072     9776      41373     3.85
  1908     94     8805     1745    0.19822     7932      31597     3.59
  1908     95     7060     1526    0.21622     6296      23665     3.35
  1908     96     5533     1297    0.23442     4885      17369     3.14
  1908     97     4236     1070    0.25250     3701      12484     2.95
  1908     98     3166      855    0.27003     2739       8783     2.77
  1908     99     2311      662    0.28654     1980       6044     2.61
  1908    100     1649      501    0.30390     1399       4063     2.46
  1908    101     1148      370    0.32207      963       2665     2.32
  1908    102      778      265    0.34098      646       1702     2.19
  1908    103      513      185    0.36064      420       1056     2.06
  1908    104      328      125    0.38103      265        636     1.94
  1908    105      203       82    0.40223      162        370     1.83
  1908    106      121       51    0.42430       96        208     1.72
  1908    107       70       31    0.44736       54        113     1.61
  1908    108       39       18    0.47153       30         59     1.52
  1908    109       20       10    0.49689       15         29     1.42
  1908    110       10        5    0.52355        8         14     1.33
  1908    111        5        3    0.55162        4          6     1.25
  1908    112        2        1    0.58118        2          3     1.16
  1908    113        1        1    0.61230        1          1     1.09
  1908    114        0        0    0.64507        0          0     1.01
  1908    115        0        0    0.67962        0          0     0.94
  1908    116        0        0    0.71468        0          0     0.88
  1908    117        0        0    0.74645        0          0     0.82
  1908    118        0        0    0.77966        0          0     0.77
  1908    119        0        0    0.81435        0          0     0.72
  1909      0   100000     9367    0.09367    93443    6358830    63.59
  1909      1    90633     2315    0.02554    89475    6265388    69.13
  1909      2    88318      945    0.01070    87845    6175913    69.93
  1909      3    87372      627    0.00717    87059    6088068    69.68
  1909      4    86746      542    0.00625    86475    6001009    69.18
  1909      5    86204      360    0.00418    86023    5914535    68.61
  1909      6    85843      244    0.00284    85721    5828511    67.90
  1909      7    85599      197    0.00230    85501    5742789    67.09
  1909      8    85402      168    0.00197    85318    5657288    66.24
  1909      9    85234      261    0.00306    85104    5571970    65.37
  1909     10    84973      167    0.00196    84890    5486867    64.57
  1909     11    84807      162    0.00191    84726    5401977    63.70
  1909     12    84644      156    0.00184    84566    5317252    62.82
  1909     13    84488      156    0.00185    84410    5232685    61.93
  1909     14    84332      182    0.00215    84241    5148275    61.05
  1909     15    84151      198    0.00236    84051    5064033    60.18
  1909     16    83952      230    0.00274    83837    4979982    59.32
  1909     17    83722      254    0.00303    83595    4896145    58.48
  1909     18    83468      262    0.00314    83337    4812550    57.66
  1909     19    83206      299    0.00359    83057    4729212    56.84
  1909     20    82908      312    0.00376    82752    4646155    56.04
  1909     21    82596      301    0.00364    82445    4563403    55.25
  1909     22    82295      305    0.00370    82143    4480958    54.45
  1909     23    81990      284    0.00347    81848    4398816    53.65
  1909     24    81706      274    0.00335    81569    4316967    52.84
  1909     25    81432      278    0.00341    81293    4235398    52.01
  1909     26    81154      283    0.00348    81013    4154105    51.19
  1909     27    80872      296    0.00367    80723    4073092    50.36
  1909     28    80575      274    0.00340    80438    3992369    49.55
  1909     29    80301      243    0.00303    80179    3911931    48.72
  1909     30    80058      234    0.00293    79940    3831752    47.86
  1909     31    79823      231    0.00289    79708    3751812    47.00
  1909     32    79592      227    0.00286    79479    3672103    46.14
  1909     33    79365      220    0.00278    79255    3592625    45.27
  1909     34    79145      233    0.00294    79028    3513370    44.39
  1909     35    78912      234    0.00296    78795    3434341    43.52
  1909     36    78678      241    0.00306    78557    3355547    42.65
  1909     37    78437      234    0.00298    78320    3276989    41.78
  1909     38    78203      233    0.00298    78087    3198669    40.90
  1909     39    77971      237    0.00304    77852    3120582    40.02
  1909     40    77733      237    0.00305    77615    3042730    39.14
  1909     41    77496      251    0.00323    77371    2965115    38.26
  1909     42    77246      267    0.00345    77112    2887744    37.38
  1909     43    76979      275    0.00357    76842    2810632    36.51
  1909     44    76704      285    0.00371    76562    2733791    35.64
  1909     45    76419      286    0.00375    76276    2657229    34.77
  1909     46    76133      300    0.00394    75983    2580952    33.90
  1909     47    75833      328    0.00432    75669    2504970    33.03
  1909     48    75505      360    0.00476    75325    2429301    32.17
  1909     49    75146      383    0.00509    74954    2353975    31.33
  1909     50    74763      403    0.00539    74561    2279021    30.48
  1909     51    74360      440    0.00592    74140    2204460    29.65
  1909     52    73920      468    0.00634    73685    2130320    28.82
  1909     53    73451      498    0.00678    73202    2056634    28.00
  1909     54    72954      529    0.00726    72689    1983432    27.19
  1909     55    72424      546    0.00754    72151    1910743    26.38
  1909     56    71878      574    0.00799    71591    1838592    25.58
  1909     57    71304      621    0.00871    70993    1767001    24.78
  1909     58    70683      670    0.00948    70348    1696007    23.99
  1909     59    70012      748    0.01068    69639    1625660    23.22
  1909     60    69265      781    0.01127    68874    1556021    22.46
  1909     61    68484      832    0.01214    68068    1487147    21.72
  1909     62    67653      873    0.01291    67216    1419079    20.98
  1909     63    66779      913    0.01368    66323    1351863    20.24
  1909     64    65866      951    0.01443    65391    1285540    19.52
  1909     65    64915      983    0.01514    64424    1220150    18.80
  1909     66    63933     1011    0.01581    63427    1155726    18.08
  1909     67    62922     1072    0.01704    62386    1092298    17.36
  1909     68    61850     1134    0.01834    61283    1029912    16.65
  1909     69    60716     1208    0.01990    60112     968629    15.95
  1909     70    59508     1266    0.02128    58875     908518    15.27
  1909     71    58242     1395    0.02395    57544     849643    14.59
  1909     72    56847     1454    0.02558    56119     792099    13.93
  1909     73    55392     1527    0.02756    54629     735980    13.29
  1909     74    53866     1645    0.03055    53043     681351    12.65
  1909     75    52220     1750    0.03352    51345     628308    12.03
  1909     76    50470     1854    0.03674    49543     576963    11.43
  1909     77    48615     1949    0.04009    47641     527421    10.85
  1909     78    46666     2042    0.04375    45646     479780    10.28
  1909     79    44625     2145    0.04807    43552     434134     9.73
  1909     80    42480     2204    0.05188    41378     390582     9.19
  1909     81    40276     2255    0.05599    39148     349204     8.67
  1909     82    38021     2313    0.06082    36864     310056     8.15
  1909     83    35708     2381    0.06669    34517     273191     7.65
  1909     84    33327     2545    0.07636    32054     238674     7.16
  1909     85    30782     2583    0.08392    29490     206619     6.71
  1909     86    28199     2647    0.09388    26875     177129     6.28
  1909     87    25551     2622    0.10262    24240     150254     5.88
  1909     88    22929     2564    0.11182    21647     126014     5.50
  1909     89    20365     2507    0.12309    19112     104367     5.12
  1909     90    17859     2420    0.13553    16648      85255     4.77
  1909     91    15438     2304    0.14922    14286      68607     4.44
  1909     92    13134     2157    0.16420    12056      54320     4.14
  1909     93    10978     1982    0.18051     9987      42264     3.85
  1909     94     8996     1783    0.19818     8105      32277     3.59
  1909     95     7213     1560    0.21633     6433      24172     3.35
  1909     96     5653     1327    0.23466     4990      17739     3.14
  1909     97     4326     1094    0.25280     3779      12750     2.95
  1909     98     3233      874    0.27032     2796       8970     2.77
  1909     99     2359      676    0.28670     2021       6175     2.62
  1909    100     1683      511    0.30384     1427       4154     2.47
  1909    101     1171      377    0.32168      983       2727     2.33
  1909    102      795      270    0.34022      659       1744     2.20
  1909    103      524      188    0.35946      430       1085     2.07
  1909    104      336      127    0.37946      272        655     1.95
  1909    105      208       83    0.40028      167        383     1.84
  1909    106      125       53    0.42204       99        216     1.73
  1909    107       72       32    0.44484       56        117     1.63
  1909    108       40       19    0.46877       31         61     1.53
  1909    109       21       11    0.49392       16         31     1.43
  1909    110       11        6    0.52040        8         14     1.34
  1909    111        5        3    0.54829        4          6     1.26
  1909    112        2        1    0.57764        2          3     1.17
  1909    113        1        1    0.60855        1          1     1.10
  1909    114        0        0    0.64116        0          0     1.02
  1909    115        0        0    0.67549        0          0     0.95
  1909    116        0        0    0.71090        0          0     0.88
  1909    117        0        0    0.74253        0          0     0.83
  1909    118        0        0    0.77557        0          0     0.77
  1909    119        0        0    0.81009        0          0     0.72
  1910      0   100000     9826    0.09826    93083    6380235    63.80
  1910      1    90174     1947    0.02159    89201    6287153    69.72
  1910      2    88227      870    0.00987    87792    6197952    70.25
  1910      3    87357      683    0.00782    87015    6110160    69.95
  1910      4    86673      465    0.00536    86441    6023145    69.49
  1910      5    86208      320    0.00372    86048    5936704    68.86
  1910      6    85888      267    0.00311    85754    5850656    68.12
  1910      7    85621      208    0.00243    85517    5764901    67.33
  1910      8    85413      283    0.00332    85272    5679384    66.49
  1910      9    85130      175    0.00205    85043    5594112    65.71
  1910     10    84955      157    0.00184    84877    5509070    64.85
  1910     11    84799      151    0.00178    84723    5424193    63.97
  1910     12    84648      139    0.00164    84578    5339470    63.08
  1910     13    84509      157    0.00186    84430    5254892    62.18
  1910     14    84352      171    0.00202    84266    5170461    61.30
  1910     15    84181      201    0.00238    84080    5086195    60.42
  1910     16    83980      224    0.00267    83868    5002115    59.56
  1910     17    83756      237    0.00283    83637    4918247    58.72
  1910     18    83519      275    0.00330    83381    4834610    57.89
  1910     19    83243      288    0.00346    83099    4751228    57.08
  1910     20    82955      283    0.00341    82813    4668130    56.27
  1910     21    82672      290    0.00351    82527    4585316    55.46
  1910     22    82382      276    0.00335    82244    4502789    54.66
  1910     23    82106      267    0.00326    81973    4420545    53.84
  1910     24    81839      271    0.00331    81703    4338572    53.01
  1910     25    81568      274    0.00336    81431    4256869    52.19
  1910     26    81294      290    0.00357    81149    4175438    51.36
  1910     27    81004      269    0.00332    80869    4094289    50.54
  1910     28    80735      240    0.00298    80615    4013420    49.71
  1910     29    80494      229    0.00285    80380    3932806    48.86
  1910     30    80265      222    0.00277    80154    3852426    48.00
  1910     31    80043      219    0.00273    79933    3772272    47.13
  1910     32    79824      211    0.00264    79719    3692338    46.26
  1910     33    79613      223    0.00280    79502    3612620    45.38
  1910     34    79390      224    0.00282    79278    3533118    44.50
  1910     35    79166      228    0.00288    79052    3453840    43.63
  1910     36    78939      221    0.00280    78828    3374787    42.75
  1910     37    78718      220    0.00279    78608    3295959    41.87
  1910     38    78498      223    0.00284    78386    3217351    40.99
  1910     39    78275      222    0.00283    78164    3138965    40.10
  1910     40    78053      232    0.00297    77937    3060801    39.21
  1910     41    77821      248    0.00318    77697    2982864    38.33
  1910     42    77573      257    0.00332    77444    2905167    37.45
  1910     43    77316      268    0.00346    77182    2827723    36.57
  1910     44    77048      270    0.00351    76913    2750541    35.70
  1910     45    76778      280    0.00365    76638    2673628    34.82
  1910     46    76497      305    0.00399    76345    2596990    33.95
  1910     47    76192      332    0.00436    76026    2520646    33.08
  1910     48    75860      354    0.00466    75683    2444619    32.23
  1910     49    75506      373    0.00494    75320    2368936    31.37
  1910     50    75133      408    0.00543    74929    2293616    30.53
  1910     51    74725      439    0.00588    74505    2218687    29.69
  1910     52    74286      474    0.00638    74049    2144182    28.86
  1910     53    73812      505    0.00685    73560    2070133    28.05
  1910     54    73307      529    0.00722    73042    1996573    27.24
  1910     55    72778      547    0.00751    72505    1923531    26.43
  1910     56    72231      583    0.00808    71940    1851026    25.63
  1910     57    71648      628    0.00876    71334    1779087    24.83
  1910     58    71020      697    0.00982    70672    1707753    24.05
  1910     59    70323      732    0.01041    69957    1637081    23.28
  1910     60    69591      782    0.01123    69200    1567124    22.52
  1910     61    68809      824    0.01197    68397    1497925    21.77
  1910     62    67985      865    0.01272    67553    1429527    21.03
  1910     63    67120      906    0.01350    66667    1361975    20.29
  1910     64    66214      936    0.01414    65746    1295307    19.56
  1910     65    65278      956    0.01465    64800    1229561    18.84
  1910     66    64322     1013    0.01575    63815    1164761    18.11
  1910     67    63309     1073    0.01694    62773    1100946    17.39
  1910     68    62236     1140    0.01831    61666    1038173    16.68
  1910     69    61097     1192    0.01951    60501     976507    15.98
  1910     70    59905     1314    0.02194    59248     916006    15.29
  1910     71    58591     1374    0.02346    57903     856758    14.62
  1910     72    57216     1447    0.02529    56493     798855    13.96
  1910     73    55769     1566    0.02808    54986     742362    13.31
  1910     74    54203     1657    0.03057    53375     687376    12.68
  1910     75    52546     1759    0.03347    51667     634002    12.07
  1910     76    50788     1856    0.03654    49860     582335    11.47
  1910     77    48932     1953    0.03991    47956     532475    10.88
  1910     78    46979     2051    0.04365    45954     484520    10.31
  1910     79    44928     2115    0.04708    43871     438566     9.76
  1910     80    42813     2172    0.05072    41727     394695     9.22
  1910     81    40642     2238    0.05507    39522     352968     8.68
  1910     82    38403     2320    0.06040    37244     313445     8.16
  1910     83    36084     2487    0.06893    34840     276202     7.65
  1910     84    33597     2548    0.07585    32323     241362     7.18
  1910     85    31048     2628    0.08464    29735     209039     6.73
  1910     86    28421     2629    0.09250    27106     179304     6.31
  1910     87    25792     2602    0.10090    24491     152198     5.90
  1910     88    23189     2577    0.11111    21901     127708     5.51
  1910     89    20613     2524    0.12245    19351     105807     5.13
  1910     90    18089     2442    0.13499    16868      86456     4.78
  1910     91    15647     2328    0.14879    14483      69588     4.45
  1910     92    13319     2183    0.16390    12227      55105     4.14
  1910     93    11136     2009    0.18037    10132      42878     3.85
  1910     94     9127     1809    0.19819     8223      32746     3.59
  1910     95     7318     1584    0.21648     6526      24523     3.35
  1910     96     5734     1347    0.23490     5061      17997     3.14
  1910     97     4387     1110    0.25305     3832      12937     2.95
  1910     98     3277      886    0.27047     2834       9104     2.78
  1910     99     2391      685    0.28664     2048       6271     2.62
  1910    100     1705      518    0.30347     1447       4223     2.48
  1910    101     1188      381    0.32097      997       2776     2.34
  1910    102      807      274    0.33911      670       1779     2.21
  1910    103      533      191    0.35798      438       1109     2.08
  1910    104      342      129    0.37762      278        671     1.96
  1910    105      213       85    0.39815      171        394     1.85
  1910    106      128       54    0.41966      101        223     1.74
  1910    107       74       33    0.44223       58        122     1.64
  1910    108       41       19    0.46596       32         64     1.54
  1910    109       22       11    0.49094       17         32     1.44
  1910    110       11        6    0.51725        8         15     1.35
  1910    111        5        3    0.54494        4          7     1.27
  1910    112        2        1    0.57411        2          3     1.18
  1910    113        1        1    0.60486        1          1     1.10
  1910    114        0        0    0.63725        0          0     1.03
  1910    115        0        0    0.67139        0          0     0.96
  1910    116        0        0    0.70717        0          0     0.89
  1910    117        0        0    0.73864        0          0     0.83
  1910    118        0        0    0.77152        0          0     0.78
  1910    119        0        0    0.80587        0          0     0.73
  1911      0   100000     8551    0.08551    93947    6503590    65.04
  1911      1    91449     1818    0.01988    90540    6409644    70.09
  1911      2    89631      965    0.01076    89149    6319104    70.50
  1911      3    88666      595    0.00671    88369    6229955    70.26
  1911      4    88071      426    0.00484    87858    6141586    69.73
  1911      5    87645      372    0.00424    87459    6053728    69.07
  1911      6    87273      275    0.00315    87136    5966269    68.36
  1911      7    86998      343    0.00395    86826    5879134    67.58
  1911      8    86655      197    0.00228    86556    5792307    66.84
  1911      9    86457      165    0.00191    86375    5705751    65.99
  1911     10    86292      156    0.00181    86214    5619376    65.12
  1911     11    86136      131    0.00152    86071    5533162    64.24
  1911     12    86005      141    0.00163    85935    5447091    63.33
  1911     13    85865      150    0.00174    85790    5361156    62.44
  1911     14    85715      176    0.00205    85627    5275366    61.55
  1911     15    85539      197    0.00230    85441    5189739    60.67
  1911     16    85342      214    0.00251    85235    5104298    59.81
  1911     17    85128      253    0.00298    85002    5019063    58.96
  1911     18    84875      270    0.00318    84740    4934062    58.13
  1911     19    84605      269    0.00318    84471    4849322    57.32
  1911     20    84337      273    0.00324    84200    4764850    56.50
  1911     21    84063      266    0.00317    83930    4680650    55.68
  1911     22    83797      262    0.00312    83666    4596720    54.86
  1911     23    83535      267    0.00320    83402    4513054    54.03
  1911     24    83268      269    0.00324    83133    4429653    53.20
  1911     25    82999      285    0.00343    82856    4346520    52.37
  1911     26    82714      268    0.00324    82580    4263663    51.55
  1911     27    82446      240    0.00291    82326    4181083    50.71
  1911     28    82206      228    0.00277    82092    4098758    49.86
  1911     29    81978      217    0.00265    81869    4016666    49.00
  1911     30    81760      213    0.00260    81654    3934797    48.13
  1911     31    81548      205    0.00252    81445    3853143    47.25
  1911     32    81342      216    0.00266    81234    3771698    46.37
  1911     33    81126      218    0.00269    81017    3690464    45.49
  1911     34    80908      219    0.00270    80799    3609447    44.61
  1911     35    80689      211    0.00262    80584    3528648    43.73
  1911     36    80478      210    0.00261    80373    3448064    42.84
  1911     37    80268      212    0.00264    80162    3367691    41.96
  1911     38    80055      211    0.00263    79950    3287530    41.07
  1911     39    79845      218    0.00273    79736    3207580    40.17
  1911     40    79626      232    0.00291    79510    3127844    39.28
  1911     41    79394      243    0.00306    79273    3048334    38.39
  1911     42    79151      254    0.00322    79024    2969061    37.51
  1911     43    78897      258    0.00327    78768    2890037    36.63
  1911     44    78639      268    0.00340    78505    2811269    35.75
  1911     45    78371      288    0.00368    78227    2732764    34.87
  1911     46    78083      312    0.00400    77927    2654537    34.00
  1911     47    77770      332    0.00426    77605    2576611    33.13
  1911     48    77439      351    0.00453    77263    2499006    32.27
  1911     49    77088      384    0.00498    76896    2421743    31.42
  1911     50    76704      413    0.00538    76498    2344847    30.57
  1911     51    76291      451    0.00592    76066    2268349    29.73
  1911     52    75840      488    0.00643    75596    2192283    28.91
  1911     53    75352      519    0.00689    75093    2116687    28.09
  1911     54    74833      534    0.00714    74566    2041594    27.28
  1911     55    74299      562    0.00756    74018    1967028    26.47
  1911     56    73737      599    0.00812    73438    1893010    25.67
  1911     57    73138      662    0.00905    72807    1819573    24.88
