"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1973"	"1973"	"65-74 years"	"65-74"	157847	6816000	2315.8
	"1973"	"1973"	"75-84 years"	"75-84"	242554	3785000	6408.3
	"1973"	"1973"	"85+ years"	"85+"	166357	989000	16820.7
	"1973"	"1973"	"Not Stated"	"NS"	125	Not Applicable	Not Applicable
"Total"	"1973"	"1973"			770487	94249159	817.5
	"1974"	"1974"	"< 1 year"	"1"	16040	1261770	1271.2
	"1974"	"1974"	"1-4 years"	"1-4"	3156	5458000	57.8
	"1974"	"1974"	"5-9 years"	"5-9"	2056	7301000	28.2
	"1974"	"1974"	"10-14 years"	"10-14"	2335	8631000	27.1
	"1974"	"1974"	"15-19 years"	"15-19"	4686	8774000	53.4
	"1974"	"1974"	"20-24 years"	"20-24"	4697	8063000	58.3
	"1974"	"1974"	"25-34 years"	"25-34"	9821	13181000	74.5
	"1974"	"1974"	"35-44 years"	"35-44"	17422	10082000	172.8
	"1974"	"1974"	"45-54 years"	"45-54"	46673	10960000	425.8
	"1974"	"1974"	"55-64 years"	"55-64"	90509	9421000	960.7
	"1974"	"1974"	"65-74 years"	"65-74"	156658	6987000	2242.1
	"1974"	"1974"	"75-84 years"	"75-84"	237091	3864000	6135.9
	"1974"	"1974"	"85+ years"	"85+"	169387	1056000	16040.4
	"1974"	"1974"	"Not Stated"	"NS"	124	Not Applicable	Not Applicable
"Total"	"1974"	"1974"			760655	95039770	800.4
	"1975"	"1975"	"< 1 year"	"1"	15254	1251798	1218.6
	"1975"	"1975"	"1-4 years"	"1-4"	2948	5243000	56.2
	"1975"	"1975"	"5-9 years"	"5-9"	1946	7195000	27.0
	"1975"	"1975"	"10-14 years"	"10-14"	2053	8493000	24.2
	"1975"	"1975"	"15-19 years"	"15-19"	4593	8847000	51.9
	"1975"	"1975"	"20-24 years"	"20-24"	4871	8266000	58.9
	"1975"	"1975"	"25-34 years"	"25-34"	9866	13681000	72.1
	"1975"	"1975"	"35-44 years"	"35-44"	16638	10063000	165.3
	"1975"	"1975"	"45-54 years"	"45-54"	45172	10910000	414.0
	"1975"	"1975"	"55-64 years"	"55-64"	88851	9568000	928.6
	"1975"	"1975"	"65-74 years"	"65-74"	153303	7157000	2142.0
	"1975"	"1975"	"75-84 years"	"75-84"	229679	3970000	5785.4
	"1975"	"1975"	"85+ years"	"85+"	167262	1134000	14749.7
	"1975"	"1975"	"Not Stated"	"NS"	126	Not Applicable	Not Applicable
"Total"	"1975"	"1975"			742562	95778798	775.3
	"1976"	"1976"	"< 1 year"	"1"	14615	1260920	1159.1
	"1976"	"1976"	"1-4 years"	"1-4"	2762	5040000	54.8
	"1976"	"1976"	"5-9 years"	"5-9"	1899	7209000	26.3
	"1976"	"1976"	"10-14 years"	"10-14"	1963	8228000	23.9
	"1976"	"1976"	"15-19 years"	"15-19"	4641	8926000	52.0
	"1976"	"1976"	"20-24 years"	"20-24"	4729	8437000	56.1
	"1976"	"1976"	"25-34 years"	"25-34"	9787	14202000	68.9
	"1976"	"1976"	"35-44 years"	"35-44"	15859	10156000	156.2
	"1976"	"1976"	"45-54 years"	"45-54"	43822	10818000	405.1
	"1976"	"1976"	"55-64 years"	"55-64"	89844	9730000	923.4
	"1976"	"1976"	"65-74 years"	"65-74"	153740	7311000	2102.9
	"1976"	"1976"	"75-84 years"	"75-84"	232381	4079000	5697.0
	"1976"	"1976"	"85+ years"	"85+"	180251	1192000	15121.7
	"1976"	"1976"	"Not Stated"	"NS"	107	Not Applicable	Not Applicable
"Total"	"1976"	"1976"			756400	96588920	783.1
	"1977"	"1977"	"< 1 year"	"1"	13970	1321903	1056.8
	"1977"	"1977"	"1-4 years"	"1-4"	2657	4944000	53.7
	"1977"	"1977"	"5-9 years"	"5-9"	1781	7122000	25.0
	"1977"	"1977"	"10-14 years"	"10-14"	1962	7964000	24.6
	"1977"	"1977"	"15-19 years"	"15-19"	4847	8903000	54.4
	"1977"	"1977"	"20-24 years"	"20-24"	5018	8625000	58.2
	"1977"	"1977"	"25-34 years"	"25-34"	9962	14695000	67.8
	"1977"	"1977"	"35-44 years"	"35-44"	15800	10343000	152.8
	"1977"	"1977"	"45-54 years"	"45-54"	42276	10666000	396.4
	"1977"	"1977"	"55-64 years"	"55-64"	89101	9911000	899.0
	"1977"	"1977"	"65-74 years"	"65-74"	154453	7508000	2057.2
	"1977"	"1977"	"75-84 years"	"75-84"	228083	4160000	5482.8
	"1977"	"1977"	"85+ years"	"85+"	181393	1261000	14384.9
	"1977"	"1977"	"Not Stated"	"NS"	127	Not Applicable	Not Applicable
"Total"	"1977"	"1977"			751430	97423903	771.3
	"1978"	"1978"	"< 1 year"	"1"	13789	1318535	1045.8
	"1978"	"1978"	"1-4 years"	"1-4"	2594	4990000	52.0
	"1978"	"1978"	"5-9 years"	"5-9"	1795	6999000	25.6
	"1978"	"1978"	"10-14 years"	"10-14"	1797	7700000	23.3
	"1978"	"1978"	"15-19 years"	"15-19"	4813	8853000	54.4
	"1978"	"1978"	"20-24 years"	"20-24"	5249	8791000	59.7
	"1978"	"1978"	"25-34 years"	"25-34"	10166	15056000	67.5
	"1978"	"1978"	"35-44 years"	"35-44"	15742	10728000	146.7
	"1978"	"1978"	"45-54 years"	"45-54"	41392	10538000	392.8
	"1978"	"1978"	"55-64 years"	"55-64"	89555	10062000	890.0
	"1978"	"1978"	"65-74 years"	"65-74"	157403	7681000	2049.3
	"1978"	"1978"	"75-84 years"	"75-84"	231828	4256000	5447.1
	"1978"	"1978"	"85+ years"	"85+"	193305	1333000	14501.5
	"1978"	"1978"	"Not Stated"	"NS"	171	Not Applicable	Not Applicable
"Total"	"1978"	"1978"			769599	98305535	782.9
"Total"					8278823	1034617027	800.2
"---"
"Dataset: Compressed Mortality, 1968-1978"
"Query Parameters:"
"Gender: Female"
"Race: White"
"Group By: Year; Age Group"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jul 2, 2020 2:12:58 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1968-1978. CDC WONDER Online Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000. Accessed"
"at http://wonder.cdc.gov/cmf-icd8.html on Jul 2, 2020 2:12:58 PM"
"---"
Caveats:
"1. About national population figures: population figures for 1968-69 and 1971-78 are intercensal estimates of the July 1"
"resident population; population figures for 1970 are April 1 modified census counts. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Population Information."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the number of live births"
"for the given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
