"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1970"	"1970"	"55-64 years"	"55-64"	7017	8853048	79.3
	"1970"	"1970"	"65-74 years"	"65-74"	6104	6365611	95.9
	"1970"	"1970"	"75-84 years"	"75-84"	4445	3429201	129.6
	"1970"	"1970"	"85+ years"	"85+"	1441	889855	161.9
	"1970"	"1970"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1970"	"1970"			27217	91104425	29.9
	"1971"	"1971"	"< 1 year"	"1"	2	1429588	0.1 (Unreliable)
	"1971"	"1971"	"1-4 years"	"1-4"	0	5613000	0.0 (Unreliable)
	"1971"	"1971"	"5-9 years"	"5-9"	0	8014000	0.0 (Unreliable)
	"1971"	"1971"	"10-14 years"	"10-14"	0	8773000	0.0 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	5	8330000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	22	7827000	0.3
	"1971"	"1971"	"25-34 years"	"25-34"	375	11369000	3.3
	"1971"	"1971"	"35-44 years"	"35-44"	1979	10232000	19.3
	"1971"	"1971"	"45-54 years"	"45-54"	5523	10885000	50.7
	"1971"	"1971"	"55-64 years"	"55-64"	7179	9051000	79.3
	"1971"	"1971"	"65-74 years"	"65-74"	6125	6505000	94.2
	"1971"	"1971"	"75-84 years"	"75-84"	4557	3599000	126.6
	"1971"	"1971"	"85+ years"	"85+"	1595	904000	176.4
	"1971"	"1971"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
"Total"	"1971"	"1971"			27364	92531588	29.6
	"1972"	"1972"	"< 1 year"	"1"	0	1300911	0.0 (Unreliable)
	"1972"	"1972"	"1-4 years"	"1-4"	0	5657000	0.0 (Unreliable)
	"1972"	"1972"	"5-9 years"	"5-9"	0	7768000	0.0 (Unreliable)
	"1972"	"1972"	"10-14 years"	"10-14"	0	8758000	0.0 (Unreliable)
	"1972"	"1972"	"15-19 years"	"15-19"	0	8516000	0.0 (Unreliable)
	"1972"	"1972"	"20-24 years"	"20-24"	12	7772000	0.2 (Unreliable)
	"1972"	"1972"	"25-34 years"	"25-34"	436	12096000	3.6
	"1972"	"1972"	"35-44 years"	"35-44"	1874	10148000	18.5
	"1972"	"1972"	"45-54 years"	"45-54"	5780	10947000	52.8
	"1972"	"1972"	"55-64 years"	"55-64"	7448	9177000	81.2
	"1972"	"1972"	"65-74 years"	"65-74"	6572	6641000	99.0
	"1972"	"1972"	"75-84 years"	"75-84"	4646	3704000	125.4
	"1972"	"1972"	"85+ years"	"85+"	1670	944000	176.9
	"1972"	"1972"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
"Total"	"1972"	"1972"			28442	93428911	30.4
	"1973"	"1973"	"< 1 year"	"1"	0	1250159	0.0 (Unreliable)
	"1973"	"1973"	"1-4 years"	"1-4"	0	5607000	0.0 (Unreliable)
	"1973"	"1973"	"5-9 years"	"5-9"	0	7513000	0.0 (Unreliable)
	"1973"	"1973"	"10-14 years"	"10-14"	2	8705000	0.0 (Unreliable)
	"1973"	"1973"	"15-19 years"	"15-19"	2	8668000	0.0 (Unreliable)
	"1973"	"1973"	"20-24 years"	"20-24"	24	7898000	0.3
	"1973"	"1973"	"25-34 years"	"25-34"	405	12650000	3.2
	"1973"	"1973"	"35-44 years"	"35-44"	1876	10099000	18.6
	"1973"	"1973"	"45-54 years"	"45-54"	5678	10983000	51.7
	"1973"	"1973"	"55-64 years"	"55-64"	7520	9286000	81.0
	"1973"	"1973"	"65-74 years"	"65-74"	6921	6816000	101.5
	"1973"	"1973"	"75-84 years"	"75-84"	4843	3785000	128.0
	"1973"	"1973"	"85+ years"	"85+"	1738	989000	175.7
	"1973"	"1973"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"1973"	"1973"			29009	94249159	30.8
	"1974"	"1974"	"< 1 year"	"1"	0	1261770	0.0 (Unreliable)
	"1974"	"1974"	"1-4 years"	"1-4"	0	5458000	0.0 (Unreliable)
	"1974"	"1974"	"5-9 years"	"5-9"	0	7301000	0.0 (Unreliable)
	"1974"	"1974"	"10-14 years"	"10-14"	0	8631000	0.0 (Unreliable)
	"1974"	"1974"	"15-19 years"	"15-19"	1	8774000	0.0 (Unreliable)
	"1974"	"1974"	"20-24 years"	"20-24"	9	8063000	0.1 (Unreliable)
	"1974"	"1974"	"25-34 years"	"25-34"	450	13181000	3.4
	"1974"	"1974"	"35-44 years"	"35-44"	1807	10082000	17.9
	"1974"	"1974"	"45-54 years"	"45-54"	5610	10960000	51.2
	"1974"	"1974"	"55-64 years"	"55-64"	7600	9421000	80.7
	"1974"	"1974"	"65-74 years"	"65-74"	6839	6987000	97.9
	"1974"	"1974"	"75-84 years"	"75-84"	4983	3864000	129.0
	"1974"	"1974"	"85+ years"	"85+"	1856	1056000	175.8
	"1974"	"1974"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1974"	"1974"			29156	95039770	30.7
	"1975"	"1975"	"< 1 year"	"1"	2	1251798	0.2 (Unreliable)
	"1975"	"1975"	"1-4 years"	"1-4"	0	5243000	0.0 (Unreliable)
	"1975"	"1975"	"5-9 years"	"5-9"	0	7195000	0.0 (Unreliable)
	"1975"	"1975"	"10-14 years"	"10-14"	1	8493000	0.0 (Unreliable)
	"1975"	"1975"	"15-19 years"	"15-19"	3	8847000	0.0 (Unreliable)
	"1975"	"1975"	"20-24 years"	"20-24"	14	8266000	0.2 (Unreliable)
	"1975"	"1975"	"25-34 years"	"25-34"	446	13681000	3.3
	"1975"	"1975"	"35-44 years"	"35-44"	1829	10063000	18.2
	"1975"	"1975"	"45-54 years"	"45-54"	5507	10910000	50.5
	"1975"	"1975"	"55-64 years"	"55-64"	7486	9568000	78.2
	"1975"	"1975"	"65-74 years"	"65-74"	7018	7157000	98.1
	"1975"	"1975"	"75-84 years"	"75-84"	5084	3970000	128.1
	"1975"	"1975"	"85+ years"	"85+"	1923	1134000	169.6
	"1975"	"1975"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"1975"	"1975"			29313	95778798	30.6
	"1976"	"1976"	"< 1 year"	"1"	0	1260920	0.0 (Unreliable)
	"1976"	"1976"	"1-4 years"	"1-4"	0	5040000	0.0 (Unreliable)
	"1976"	"1976"	"5-9 years"	"5-9"	0	7209000	0.0 (Unreliable)
	"1976"	"1976"	"10-14 years"	"10-14"	0	8228000	0.0 (Unreliable)
	"1976"	"1976"	"15-19 years"	"15-19"	2	8926000	0.0 (Unreliable)
	"1976"	"1976"	"20-24 years"	"20-24"	10	8437000	0.1 (Unreliable)
	"1976"	"1976"	"25-34 years"	"25-34"	443	14202000	3.1
	"1976"	"1976"	"35-44 years"	"35-44"	1715	10156000	16.9
	"1976"	"1976"	"45-54 years"	"45-54"	5560	10818000	51.4
	"1976"	"1976"	"55-64 years"	"55-64"	7940	9730000	81.6
	"1976"	"1976"	"65-74 years"	"65-74"	7345	7311000	100.5
	"1976"	"1976"	"75-84 years"	"75-84"	5136	4079000	125.9
	"1976"	"1976"	"85+ years"	"85+"	2048	1192000	171.8
	"1976"	"1976"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1976"	"1976"			30200	96588920	31.3
	"1977"	"1977"	"< 1 year"	"1"	0	1321903	0.0 (Unreliable)
	"1977"	"1977"	"1-4 years"	"1-4"	0	4944000	0.0 (Unreliable)
	"1977"	"1977"	"5-9 years"	"5-9"	0	7122000	0.0 (Unreliable)
	"1977"	"1977"	"10-14 years"	"10-14"	0	7964000	0.0 (Unreliable)
	"1977"	"1977"	"15-19 years"	"15-19"	0	8903000	0.0 (Unreliable)
	"1977"	"1977"	"20-24 years"	"20-24"	12	8625000	0.1 (Unreliable)
	"1977"	"1977"	"25-34 years"	"25-34"	501	14695000	3.4
	"1977"	"1977"	"35-44 years"	"35-44"	1762	10343000	17.0
	"1977"	"1977"	"45-54 years"	"45-54"	5491	10666000	51.5
	"1977"	"1977"	"55-64 years"	"55-64"	8066	9911000	81.4
	"1977"	"1977"	"65-74 years"	"65-74"	7720	7508000	102.8
	"1977"	"1977"	"75-84 years"	"75-84"	5388	4160000	129.5
	"1977"	"1977"	"85+ years"	"85+"	2267	1261000	179.8
	"1977"	"1977"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"1977"	"1977"			31210	97423903	32.0
	"1978"	"1978"	"< 1 year"	"1"	3	1318535	0.2 (Unreliable)
	"1978"	"1978"	"1-4 years"	"1-4"	0	4990000	0.0 (Unreliable)
	"1978"	"1978"	"5-9 years"	"5-9"	0	6999000	0.0 (Unreliable)
	"1978"	"1978"	"10-14 years"	"10-14"	0	7700000	0.0 (Unreliable)
	"1978"	"1978"	"15-19 years"	"15-19"	3	8853000	0.0 (Unreliable)
	"1978"	"1978"	"20-24 years"	"20-24"	16	8791000	0.2 (Unreliable)
	"1978"	"1978"	"25-34 years"	"25-34"	460	15056000	3.1
	"1978"	"1978"	"35-44 years"	"35-44"	1738	10728000	16.2
	"1978"	"1978"	"45-54 years"	"45-54"	5356	10538000	50.8
	"1978"	"1978"	"55-64 years"	"55-64"	8203	10062000	81.5
	"1978"	"1978"	"65-74 years"	"65-74"	7689	7681000	100.1
	"1978"	"1978"	"75-84 years"	"75-84"	5344	4256000	125.6
	"1978"	"1978"	"85+ years"	"85+"	2232	1333000	167.4
	"1978"	"1978"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
"Total"	"1978"	"1978"			31046	98305535	31.6
"Total"					315612	1034617027	30.5
"---"
"Dataset: Compressed Mortality, 1968-1978"
"Query Parameters:"
"Gender: Female"
"ICD-8 Codes: 174 (Malignant neoplasm of breast)"
"Race: White"
"Group By: Year; Age Group"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jul 2, 2020 2:13:48 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1968-1978. CDC WONDER Online Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000. Accessed"
"at http://wonder.cdc.gov/cmf-icd8.html on Jul 2, 2020 2:13:48 PM"
"---"
Caveats:
"1. About national population figures: population figures for 1968-69 and 1971-78 are intercensal estimates of the July 1"
"resident population; population figures for 1970 are April 1 modified census counts. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Population Information."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the number of live births"
"for the given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
