"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1985"	"1985"	"65-74 years"	"65-74"	10265	9519833	107.8
	"1985"	"1985"	"75-84 years"	"75-84"	7624	5598128	136.2
	"1985"	"1985"	"85+ years"	"85+"	3402	1905928	178.5
	"1985"	"1985"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"1985"	"1985"			40093	122230455	32.8
	"1986"	"1986"	"< 1 year"	"1"	0	1831679	0.0 (Unreliable)
	"1986"	"1986"	"1-4 years"	"1-4"	0	6966601	0.0 (Unreliable)
	"1986"	"1986"	"5-9 years"	"5-9"	1	8347837	0.0 (Unreliable)
	"1986"	"1986"	"10-14 years"	"10-14"	0	8039045	0.0 (Unreliable)
	"1986"	"1986"	"15-19 years"	"15-19"	1	9205787	0.0 (Unreliable)
	"1986"	"1986"	"20-24 years"	"20-24"	13	10258416	0.1 (Unreliable)
	"1986"	"1986"	"25-34 years"	"25-34"	654	21217620	3.1
	"1986"	"1986"	"35-44 years"	"35-44"	3063	16748457	18.3
	"1986"	"1986"	"45-54 years"	"45-54"	5328	11632806	45.8
	"1986"	"1986"	"55-64 years"	"55-64"	9526	11674307	81.6
	"1986"	"1986"	"65-74 years"	"65-74"	10640	9662377	110.1
	"1986"	"1986"	"75-84 years"	"75-84"	7726	5744885	134.5
	"1986"	"1986"	"85+ years"	"85+"	3582	1963279	182.4
	"1986"	"1986"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
"Total"	"1986"	"1986"			40539	123293096	32.9
	"1987"	"1987"	"< 1 year"	"1"	0	1858241	0.0 (Unreliable)
	"1987"	"1987"	"1-4 years"	"1-4"	0	7007197	0.0 (Unreliable)
	"1987"	"1987"	"5-9 years"	"5-9"	0	8511896	0.0 (Unreliable)
	"1987"	"1987"	"10-14 years"	"10-14"	0	7987344	0.0 (Unreliable)
	"1987"	"1987"	"15-19 years"	"15-19"	2	9138902	0.0 (Unreliable)
	"1987"	"1987"	"20-24 years"	"20-24"	14	9971218	0.1 (Unreliable)
	"1987"	"1987"	"25-34 years"	"25-34"	672	21441678	3.1
	"1987"	"1987"	"35-44 years"	"35-44"	3052	17349528	17.6
	"1987"	"1987"	"45-54 years"	"45-54"	5437	11843525	45.9
	"1987"	"1987"	"55-64 years"	"55-64"	9407	11536984	81.5
	"1987"	"1987"	"65-74 years"	"65-74"	10664	9812004	108.7
	"1987"	"1987"	"75-84 years"	"75-84"	8010	5894563	135.9
	"1987"	"1987"	"85+ years"	"85+"	3638	2024809	179.7
	"1987"	"1987"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"1987"	"1987"			40899	124377889	32.9
	"1988"	"1988"	"< 1 year"	"1"	1	1907086	0.1 (Unreliable)
	"1988"	"1988"	"1-4 years"	"1-4"	0	7051157	0.0 (Unreliable)
	"1988"	"1988"	"5-9 years"	"5-9"	0	8670823	0.0 (Unreliable)
	"1988"	"1988"	"10-14 years"	"10-14"	0	8043473	0.0 (Unreliable)
	"1988"	"1988"	"15-19 years"	"15-19"	3	9029012	0.0 (Unreliable)
	"1988"	"1988"	"20-24 years"	"20-24"	10	9689480	0.1 (Unreliable)
	"1988"	"1988"	"25-34 years"	"25-34"	662	21582974	3.1
	"1988"	"1988"	"35-44 years"	"35-44"	3138	17818057	17.6
	"1988"	"1988"	"45-54 years"	"45-54"	5619	12268198	45.8
	"1988"	"1988"	"55-64 years"	"55-64"	9442	11399649	82.8
	"1988"	"1988"	"65-74 years"	"65-74"	10891	9916415	109.8
	"1988"	"1988"	"75-84 years"	"75-84"	8497	6034290	140.8
	"1988"	"1988"	"85+ years"	"85+"	3906	2075041	188.2
	"1988"	"1988"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"1988"	"1988"			42172	125485655	33.6
	"1989"	"1989"	"< 1 year"	"1"	1	1971468	0.1 (Unreliable)
	"1989"	"1989"	"1-4 years"	"1-4"	0	7153514	0.0 (Unreliable)
	"1989"	"1989"	"5-9 years"	"5-9"	0	8746388	0.0 (Unreliable)
	"1989"	"1989"	"10-14 years"	"10-14"	0	8191011	0.0 (Unreliable)
	"1989"	"1989"	"15-19 years"	"15-19"	0	8840332	0.0 (Unreliable)
	"1989"	"1989"	"20-24 years"	"20-24"	7	9473382	0.1 (Unreliable)
	"1989"	"1989"	"25-34 years"	"25-34"	654	21629965	3.0
	"1989"	"1989"	"35-44 years"	"35-44"	3273	18423038	17.8
	"1989"	"1989"	"45-54 years"	"45-54"	5710	12611528	45.3
	"1989"	"1989"	"55-64 years"	"55-64"	8960	11238141	79.7
	"1989"	"1989"	"65-74 years"	"65-74"	11204	10040330	111.6
	"1989"	"1989"	"75-84 years"	"75-84"	8955	6171797	145.1
	"1989"	"1989"	"85+ years"	"85+"	4072	2136606	190.6
	"1989"	"1989"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1989"	"1989"			42837	126627500	33.8
	"1990"	"1990"	"< 1 year"	"1"	0	2028717	0.0 (Unreliable)
	"1990"	"1990"	"1-4 years"	"1-4"	0	7231049	0.0 (Unreliable)
	"1990"	"1990"	"5-9 years"	"5-9"	0	8802747	0.0 (Unreliable)
	"1990"	"1990"	"10-14 years"	"10-14"	0	8321669	0.0 (Unreliable)
	"1990"	"1990"	"15-19 years"	"15-19"	1	8708877	0.0 (Unreliable)
	"1990"	"1990"	"20-24 years"	"20-24"	13	9389027	0.1 (Unreliable)
	"1990"	"1990"	"25-34 years"	"25-34"	629	21596410	2.9
	"1990"	"1990"	"35-44 years"	"35-44"	3370	18925115	17.8
	"1990"	"1990"	"45-54 years"	"45-54"	5822	12824349	45.4
	"1990"	"1990"	"55-64 years"	"55-64"	8772	11157583	78.6
	"1990"	"1990"	"65-74 years"	"65-74"	11324	10138681	111.7
	"1990"	"1990"	"75-84 years"	"75-84"	9168	6267250	146.3
	"1990"	"1990"	"85+ years"	"85+"	4290	2180198	196.8
	"1990"	"1990"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
"Total"	"1990"	"1990"			43391	127571672	34.0
	"1991"	"1991"	"< 1 year"	"1"	0	2009389	0.0 (Unreliable)
	"1991"	"1991"	"1-4 years"	"1-4"	0	7423708	0.0 (Unreliable)
	"1991"	"1991"	"5-9 years"	"5-9"	0	8922051	0.0 (Unreliable)
	"1991"	"1991"	"10-14 years"	"10-14"	0	8658916	0.0 (Unreliable)
	"1991"	"1991"	"15-19 years"	"15-19"	1	8407309	0.0 (Unreliable)
	"1991"	"1991"	"20-24 years"	"20-24"	12	9451344	0.1 (Unreliable)
	"1991"	"1991"	"25-34 years"	"25-34"	647	21585110	3.0
	"1991"	"1991"	"35-44 years"	"35-44"	3354	19861212	16.9
	"1991"	"1991"	"45-54 years"	"45-54"	5834	13208754	44.2
	"1991"	"1991"	"55-64 years"	"55-64"	8755	11089269	79.0
	"1991"	"1991"	"65-74 years"	"65-74"	11145	10253227	108.7
	"1991"	"1991"	"75-84 years"	"75-84"	9324	6441707	144.7
	"1991"	"1991"	"85+ years"	"85+"	4510	2306135	195.6
	"1991"	"1991"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1991"	"1991"			43583	129618131	33.6
	"1992"	"1992"	"< 1 year"	"1"	1	1982917	0.1 (Unreliable)
	"1992"	"1992"	"1-4 years"	"1-4"	0	7595372	0.0 (Unreliable)
	"1992"	"1992"	"5-9 years"	"5-9"	1	8995027	0.0 (Unreliable)
	"1992"	"1992"	"10-14 years"	"10-14"	1	8897292	0.0 (Unreliable)
	"1992"	"1992"	"15-19 years"	"15-19"	0	8388570	0.0 (Unreliable)
	"1992"	"1992"	"20-24 years"	"20-24"	6	9416575	0.1 (Unreliable)
	"1992"	"1992"	"25-34 years"	"25-34"	609	21438678	2.8
	"1992"	"1992"	"35-44 years"	"35-44"	3240	20173674	16.1
	"1992"	"1992"	"45-54 years"	"45-54"	5999	14075709	42.6
	"1992"	"1992"	"55-64 years"	"55-64"	8101	11040886	73.4
	"1992"	"1992"	"65-74 years"	"65-74"	11294	10341223	109.2
	"1992"	"1992"	"75-84 years"	"75-84"	9223	6562650	140.5
	"1992"	"1992"	"85+ years"	"85+"	4588	2399037	191.2
	"1992"	"1992"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
"Total"	"1992"	"1992"			43068	131307610	32.8
	"1993"	"1993"	"< 1 year"	"1"	0	1951379	0.0 (Unreliable)
	"1993"	"1993"	"1-4 years"	"1-4"	0	7733713	0.0 (Unreliable)
	"1993"	"1993"	"5-9 years"	"5-9"	0	9100328	0.0 (Unreliable)
	"1993"	"1993"	"10-14 years"	"10-14"	0	9128750	0.0 (Unreliable)
	"1993"	"1993"	"15-19 years"	"15-19"	0	8496137	0.0 (Unreliable)
	"1993"	"1993"	"20-24 years"	"20-24"	14	9327766	0.2 (Unreliable)
	"1993"	"1993"	"25-34 years"	"25-34"	546	21253390	2.6
	"1993"	"1993"	"35-44 years"	"35-44"	3126	20635137	15.1
	"1993"	"1993"	"45-54 years"	"45-54"	6153	14741971	41.7
	"1993"	"1993"	"55-64 years"	"55-64"	7941	11036850	71.9
	"1993"	"1993"	"65-74 years"	"65-74"	10996	10428798	105.4
	"1993"	"1993"	"75-84 years"	"75-84"	9697	6672781	145.3
	"1993"	"1993"	"85+ years"	"85+"	5081	2493627	203.8
	"1993"	"1993"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1993"	"1993"			43555	133000627	32.7
	"1994"	"1994"	"< 1 year"	"1"	0	1930178	0.0 (Unreliable)
	"1994"	"1994"	"1-4 years"	"1-4"	0	7782853	0.0 (Unreliable)
	"1994"	"1994"	"5-9 years"	"5-9"	0	9284531	0.0 (Unreliable)
	"1994"	"1994"	"10-14 years"	"10-14"	0	9265835	0.0 (Unreliable)
	"1994"	"1994"	"15-19 years"	"15-19"	2	8689030	0.0 (Unreliable)
	"1994"	"1994"	"20-24 years"	"20-24"	11	9167765	0.1 (Unreliable)
	"1994"	"1994"	"25-34 years"	"25-34"	551	21079959	2.6
	"1994"	"1994"	"35-44 years"	"35-44"	3196	21083565	15.2
	"1994"	"1994"	"45-54 years"	"45-54"	6352	15396122	41.3
	"1994"	"1994"	"55-64 years"	"55-64"	7703	11088628	69.5
	"1994"	"1994"	"65-74 years"	"65-74"	11002	10458903	105.2
	"1994"	"1994"	"75-84 years"	"75-84"	9806	6784095	144.5
	"1994"	"1994"	"85+ years"	"85+"	5021	2574808	195.0
	"1994"	"1994"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"1994"	"1994"			43644	134586272	32.4
	"1995"	"1995"	"< 1 year"	"1"	0	1903234	0.0 (Unreliable)
	"1995"	"1995"	"1-4 years"	"1-4"	0	7731902	0.0 (Unreliable)
	"1995"	"1995"	"5-9 years"	"5-9"	0	9485029	0.0 (Unreliable)
	"1995"	"1995"	"10-14 years"	"10-14"	0	9366209	0.0 (Unreliable)
	"1995"	"1995"	"15-19 years"	"15-19"	1	8929131	0.0 (Unreliable)
	"1995"	"1995"	"20-24 years"	"20-24"	11	8985933	0.1 (Unreliable)
	"1995"	"1995"	"25-34 years"	"25-34"	548	20930892	2.6
	"1995"	"1995"	"35-44 years"	"35-44"	3203	21521809	14.9
	"1995"	"1995"	"45-54 years"	"45-54"	6580	16066641	41.0
	"1995"	"1995"	"55-64 years"	"55-64"	7741	11161349	69.4
	"1995"	"1995"	"65-74 years"	"65-74"	10764	10470931	102.8
	"1995"	"1995"	"75-84 years"	"75-84"	9676	6905925	140.1
	"1995"	"1995"	"85+ years"	"85+"	5319	2657136	200.2
	"1995"	"1995"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1995"	"1995"			43844	136116121	32.2
	"1996"	"1996"	"< 1 year"	"1"	1	1901014	0.1 (Unreliable)
	"1996"	"1996"	"1-4 years"	"1-4"	0	7647897	0.0 (Unreliable)
	"1996"	"1996"	"5-9 years"	"5-9"	0	9691976	0.0 (Unreliable)
	"1996"	"1996"	"10-14 years"	"10-14"	1	9476625	0.0 (Unreliable)
	"1996"	"1996"	"15-19 years"	"15-19"	0	9193223	0.0 (Unreliable)
	"1996"	"1996"	"20-24 years"	"20-24"	18	8770360	0.2 (Unreliable)
	"1996"	"1996"	"25-34 years"	"25-34"	539	20804408	2.6
	"1996"	"1996"	"35-44 years"	"35-44"	3096	21936508	14.1
	"1996"	"1996"	"45-54 years"	"45-54"	6416	16734525	38.3
	"1996"	"1996"	"55-64 years"	"55-64"	7542	11285267	66.8
	"1996"	"1996"	"65-74 years"	"65-74"	10253	10426193	98.3
	"1996"	"1996"	"75-84 years"	"75-84"	9708	7057505	137.6
	"1996"	"1996"	"85+ years"	"85+"	5516	2734961	201.7
	"1996"	"1996"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1996"	"1996"			43091	137660462	31.3
	"1997"	"1997"	"< 1 year"	"1"	0	1895298	0.0 (Unreliable)
	"1997"	"1997"	"1-4 years"	"1-4"	0	7557654	0.0 (Unreliable)
	"1997"	"1997"	"5-9 years"	"5-9"	0	9885415	0.0 (Unreliable)
	"1997"	"1997"	"10-14 years"	"10-14"	0	9557354	0.0 (Unreliable)
	"1997"	"1997"	"15-19 years"	"15-19"	1	9425166	0.0 (Unreliable)
	"1997"	"1997"	"20-24 years"	"20-24"	10	8780930	0.1 (Unreliable)
	"1997"	"1997"	"25-34 years"	"25-34"	519	20568783	2.5
	"1997"	"1997"	"35-44 years"	"35-44"	3091	22266278	13.9
	"1997"	"1997"	"45-54 years"	"45-54"	6497	17427695	37.3
	"1997"	"1997"	"55-64 years"	"55-64"	7361	11534771	63.8
	"1997"	"1997"	"65-74 years"	"65-74"	9631	10326142	93.3
	"1997"	"1997"	"75-84 years"	"75-84"	9355	7206897	129.8
	"1997"	"1997"	"85+ years"	"85+"	5478	2805297	195.3
	"1997"	"1997"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"1997"	"1997"			41943	139237680	30.1
	"1998"	"1998"	"< 1 year"	"1"	0	1925348	0.0 (Unreliable)
	"1998"	"1998"	"1-4 years"	"1-4"	0	7513485	0.0 (Unreliable)
	"1998"	"1998"	"5-9 years"	"5-9"	0	10006536	0.0 (Unreliable)
	"1998"	"1998"	"10-14 years"	"10-14"	0	9666862	0.0 (Unreliable)
	"1998"	"1998"	"15-19 years"	"15-19"	2	9640995	0.0 (Unreliable)
	"1998"	"1998"	"20-24 years"	"20-24"	3	8901215	0.0 (Unreliable)
	"1998"	"1998"	"25-34 years"	"25-34"	508	20266518	2.5
	"1998"	"1998"	"35-44 years"	"35-44"	3008	22516774	13.4
	"1998"	"1998"	"45-54 years"	"45-54"	6339	17958691	35.3
	"1998"	"1998"	"55-64 years"	"55-64"	7381	11989847	61.6
	"1998"	"1998"	"65-74 years"	"65-74"	9464	10236956	92.4
	"1998"	"1998"	"75-84 years"	"75-84"	9450	7306166	129.3
	"1998"	"1998"	"85+ years"	"85+"	5581	2885710	193.4
	"1998"	"1998"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
"Total"	"1998"	"1998"			41737	140815103	29.6
"Total"					815785	2542325386	32.1
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"Gender: Female"
"ICD-9 Codes: 174.0 (Nipple and areola); 174.1 (Central portion); 174.2 (Upper-inner quadrant); 174.3 (Lower-inner quadrant);"
"174.4 (Upper-outer quadrant); 174.5 (Lower-outer quadrant); 174.6 (Axillary tail); 174.8 (Other specified sites of female"
"breast); 174.9 (Breast (female), unspecified)"
"Group By: Year; Age Group"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jun 29, 2020 1:20:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000 and CMF"
"1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html on Jun 29, 2020 1:20:08 PM"
"---"
Caveats:
"1. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
