"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"100+ years"	"100"	351	Not Applicable	Not Applicable
	"1999"	"1999"	"Not Stated"	"NS"	6	Not Applicable	Not Applicable
"Total"	"1999"	"1999"			45749	16501431	277.2
	"2000"	"2000"	"< 1 year"	"0"	2084	376442	553.6
	"2000"	"2000"	"1 year"	"1"	162	365370	44.3
	"2000"	"2000"	"2 years"	"2"	99	357517	27.7
	"2000"	"2000"	"3 years"	"3"	72	357474	20.1
	"2000"	"2000"	"4 years"	"4"	64	360740	17.7
	"2000"	"2000"	"5 years"	"5"	53	357751	14.8
	"2000"	"2000"	"6 years"	"6"	45	356210	12.6
	"2000"	"2000"	"7 years"	"7"	43	357238	12.0
	"2000"	"2000"	"8 years"	"8"	50	352413	14.2
	"2000"	"2000"	"9 years"	"9"	42	348183	12.1
	"2000"	"2000"	"10 years"	"10"	31	336172	9.2
	"2000"	"2000"	"11 years"	"11"	47	312935	15.0
	"2000"	"2000"	"12 years"	"12"	38	307184	12.4
	"2000"	"2000"	"13 years"	"13"	42	297225	14.1
	"2000"	"2000"	"14 years"	"14"	52	292711	17.8
	"2000"	"2000"	"15 years"	"15"	58	288887	20.1
	"2000"	"2000"	"16 years"	"16"	76	286423	26.5
	"2000"	"2000"	"17 years"	"17"	86	296540	29.0
	"2000"	"2000"	"18 years"	"18"	100	302116	33.1
	"2000"	"2000"	"19 years"	"19"	105	309124	34.0
	"2000"	"2000"	"20 years"	"20"	105	310559	33.8
	"2000"	"2000"	"21 years"	"21"	113	299677	37.7
	"2000"	"2000"	"22 years"	"22"	112	304377	36.8
	"2000"	"2000"	"23 years"	"23"	103	308405	33.4
	"2000"	"2000"	"24 years"	"24"	98	311270	31.5
	"2000"	"2000"	"25 years"	"25"	96	315482	30.4
	"2000"	"2000"	"26 years"	"26"	117	305138	38.3
	"2000"	"2000"	"27 years"	"27"	123	313090	39.3
	"2000"	"2000"	"28 years"	"28"	113	310841	36.4
	"2000"	"2000"	"29 years"	"29"	135	314637	42.9
	"2000"	"2000"	"30 years"	"30"	128	313550	40.8
	"2000"	"2000"	"31 years"	"31"	141	290236	48.6
	"2000"	"2000"	"32 years"	"32"	123	289038	42.6
	"2000"	"2000"	"33 years"	"33"	157	280682	55.9
	"2000"	"2000"	"34 years"	"34"	176	283331	62.1
	"2000"	"2000"	"35 years"	"35"	180	288816	62.3
	"2000"	"2000"	"36 years"	"36"	214	278393	76.9
	"2000"	"2000"	"37 years"	"37"	226	269812	83.8
	"2000"	"2000"	"38 years"	"38"	229	258275	88.7
	"2000"	"2000"	"39 years"	"39"	264	255400	103.4
	"2000"	"2000"	"40 years"	"40"	254	252303	100.7
	"2000"	"2000"	"41 years"	"41"	257	227722	112.9
	"2000"	"2000"	"42 years"	"42"	287	225621	127.2
	"2000"	"2000"	"43 years"	"43"	277	214019	129.4
	"2000"	"2000"	"44 years"	"44"	300	205939	145.7
	"2000"	"2000"	"45 years"	"45"	323	201181	160.6
