"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1983"	"1983"	"Not Stated"	"NS"	211	Not Applicable	Not Applicable
"Total"	"1983"	"1983"			947278	120137036	788.5
	"1984"	"1984"	"< 1 year"	"1"	17221	1789651	962.3
	"1984"	"1984"	"1-4 years"	"1-4"	3230	6900287	46.8
	"1984"	"1984"	"5-9 years"	"5-9"	1660	7974670	20.8
	"1984"	"1984"	"10-14 years"	"10-14"	1831	8520132	21.5
	"1984"	"1984"	"15-19 years"	"15-19"	4285	9287144	46.1
	"1984"	"1984"	"20-24 years"	"20-24"	5872	10686729	54.9
	"1984"	"1984"	"25-34 years"	"25-34"	14161	20551865	68.9
	"1984"	"1984"	"35-44 years"	"35-44"	21969	15505540	141.7
	"1984"	"1984"	"45-54 years"	"45-54"	43382	11510370	376.9
	"1984"	"1984"	"55-64 years"	"55-64"	108739	11772191	923.7
	"1984"	"1984"	"65-74 years"	"65-74"	197192	9401244	2097.5
	"1984"	"1984"	"75-84 years"	"75-84"	280475	5452349	5144.1
	"1984"	"1984"	"85+ years"	"85+"	262667	1847799	14215.1
	"1984"	"1984"	"Not Stated"	"NS"	171	Not Applicable	Not Applicable
"Total"	"1984"	"1984"			962855	121199971	794.4
	"1985"	"1985"	"< 1 year"	"1"	17072	1832578	931.6
	"1985"	"1985"	"1-4 years"	"1-4"	3098	6918279	44.8
	"1985"	"1985"	"5-9 years"	"5-9"	1738	8136717	21.4
	"1985"	"1985"	"10-14 years"	"10-14"	1710	8308864	20.6
	"1985"	"1985"	"15-19 years"	"15-19"	4237	9174206	46.2
	"1985"	"1985"	"20-24 years"	"20-24"	5536	10541496	52.5
	"1985"	"1985"	"25-34 years"	"25-34"	14498	20903468	69.4
	"1985"	"1985"	"35-44 years"	"35-44"	22321	16097038	138.7
	"1985"	"1985"	"45-54 years"	"45-54"	43314	11542762	375.2
	"1985"	"1985"	"55-64 years"	"55-64"	108769	11751158	925.6
	"1985"	"1985"	"65-74 years"	"65-74"	199629	9519833	2097.0
	"1985"	"1985"	"75-84 years"	"75-84"	288976	5598128	5162.0
	"1985"	"1985"	"85+ years"	"85+"	277398	1905928	14554.5
	"1985"	"1985"	"Not Stated"	"NS"	386	Not Applicable	Not Applicable
"Total"	"1985"	"1985"			988682	122230455	808.9
	"1986"	"1986"	"< 1 year"	"1"	16667	1831679	909.9
	"1986"	"1986"	"1-4 years"	"1-4"	3218	6966601	46.2
	"1986"	"1986"	"5-9 years"	"5-9"	1645	8347837	19.7
	"1986"	"1986"	"10-14 years"	"10-14"	1640	8039045	20.4
	"1986"	"1986"	"15-19 years"	"15-19"	4438	9205787	48.2
	"1986"	"1986"	"20-24 years"	"20-24"	5657	10258416	55.1
	"1986"	"1986"	"25-34 years"	"25-34"	15304	21217620	72.1
	"1986"	"1986"	"35-44 years"	"35-44"	23470	16748457	140.1
	"1986"	"1986"	"45-54 years"	"45-54"	42822	11632806	368.1
	"1986"	"1986"	"55-64 years"	"55-64"	106698	11674307	914.0
	"1986"	"1986"	"65-74 years"	"65-74"	202493	9662377	2095.7
	"1986"	"1986"	"75-84 years"	"75-84"	292318	5744885	5088.3
	"1986"	"1986"	"85+ years"	"85+"	284520	1963279	14492.1
	"1986"	"1986"	"Not Stated"	"NS"	466	Not Applicable	Not Applicable
"Total"	"1986"	"1986"			1001356	123293096	812.2
	"1987"	"1987"	"< 1 year"	"1"	16610	1858241	893.9
	"1987"	"1987"	"1-4 years"	"1-4"	3212	7007197	45.8
	"1987"	"1987"	"5-9 years"	"5-9"	1665	8511896	19.6
	"1987"	"1987"	"10-14 years"	"10-14"	1499	7987344	18.8
	"1987"	"1987"	"15-19 years"	"15-19"	4362	9138902	47.7
	"1987"	"1987"	"20-24 years"	"20-24"	5430	9971218	54.5
	"1987"	"1987"	"25-34 years"	"25-34"	15968	21441678	74.5
	"1987"	"1987"	"35-44 years"	"35-44"	24114	17349528	139.0
	"1987"	"1987"	"45-54 years"	"45-54"	43063	11843525	363.6
	"1987"	"1987"	"55-64 years"	"55-64"	104922	11536984	909.4
	"1987"	"1987"	"65-74 years"	"65-74"	203046	9812004	2069.4
	"1987"	"1987"	"75-84 years"	"75-84"	297384	5894563	5045.1
	"1987"	"1987"	"85+ years"	"85+"	293917	2024809	14515.8
	"1987"	"1987"	"Not Stated"	"NS"	173	Not Applicable	Not Applicable
"Total"	"1987"	"1987"			1015365	124377889	816.4
	"1988"	"1988"	"< 1 year"	"1"	16903	1907086	886.3
	"1988"	"1988"	"1-4 years"	"1-4"	3208	7051157	45.5
	"1988"	"1988"	"5-9 years"	"5-9"	1783	8670823	20.6
	"1988"	"1988"	"10-14 years"	"10-14"	1661	8043473	20.7
	"1988"	"1988"	"15-19 years"	"15-19"	4344	9029012	48.1
	"1988"	"1988"	"20-24 years"	"20-24"	5292	9689480	54.6
	"1988"	"1988"	"25-34 years"	"25-34"	16152	21582974	74.8
	"1988"	"1988"	"35-44 years"	"35-44"	25020	17818057	140.4
	"1988"	"1988"	"45-54 years"	"45-54"	43557	12268198	355.0
	"1988"	"1988"	"55-64 years"	"55-64"	104381	11399649	915.7
	"1988"	"1988"	"65-74 years"	"65-74"	204644	9916415	2063.7
	"1988"	"1988"	"75-84 years"	"75-84"	307193	6034290	5090.8
	"1988"	"1988"	"85+ years"	"85+"	308151	2075041	14850.4
	"1988"	"1988"	"Not Stated"	"NS"	170	Not Applicable	Not Applicable
"Total"	"1988"	"1988"			1042459	125485655	830.7
	"1989"	"1989"	"< 1 year"	"1"	17294	1971468	877.2
	"1989"	"1989"	"1-4 years"	"1-4"	3182	7153514	44.5
	"1989"	"1989"	"5-9 years"	"5-9"	1803	8746388	20.6
	"1989"	"1989"	"10-14 years"	"10-14"	1687	8191011	20.6
	"1989"	"1989"	"15-19 years"	"15-19"	4307	8840332	48.7
	"1989"	"1989"	"20-24 years"	"20-24"	5016	9473382	52.9
	"1989"	"1989"	"25-34 years"	"25-34"	16370	21629965	75.7
	"1989"	"1989"	"35-44 years"	"35-44"	25591	18423038	138.9
	"1989"	"1989"	"45-54 years"	"45-54"	43443	12611528	344.5
	"1989"	"1989"	"55-64 years"	"55-64"	100449	11238141	893.8
	"1989"	"1989"	"65-74 years"	"65-74"	202818	10040330	2020.0
	"1989"	"1989"	"75-84 years"	"75-84"	306536	6171797	4966.7
	"1989"	"1989"	"85+ years"	"85+"	307623	2136606	14397.7
	"1989"	"1989"	"Not Stated"	"NS"	157	Not Applicable	Not Applicable
"Total"	"1989"	"1989"			1036276	126627500	818.4
	"1990"	"1990"	"< 1 year"	"1"	16495	2028717	813.1
	"1990"	"1990"	"1-4 years"	"1-4"	2962	7231049	41.0
	"1990"	"1990"	"5-9 years"	"5-9"	1632	8802747	18.5
	"1990"	"1990"	"10-14 years"	"10-14"	1677	8321669	20.2
	"1990"	"1990"	"15-19 years"	"15-19"	4040	8708877	46.4
	"1990"	"1990"	"20-24 years"	"20-24"	4820	9389027	51.3
	"1990"	"1990"	"25-34 years"	"25-34"	16034	21596410	74.2
	"1990"	"1990"	"35-44 years"	"35-44"	26100	18925115	137.9
	"1990"	"1990"	"45-54 years"	"45-54"	43954	12824349	342.7
	"1990"	"1990"	"55-64 years"	"55-64"	98050	11157583	878.8
	"1990"	"1990"	"65-74 years"	"65-74"	201882	10138681	1991.2
	"1990"	"1990"	"75-84 years"	"75-84"	306033	6267250	4883.1
	"1990"	"1990"	"85+ years"	"85+"	311208	2180198	14274.3
	"1990"	"1990"	"Not Stated"	"NS"	159	Not Applicable	Not Applicable
"Total"	"1990"	"1990"			1035046	127571672	811.3
	"1991"	"1991"	"< 1 year"	"1"	15758	2009389	784.2
	"1991"	"1991"	"1-4 years"	"1-4"	3169	7423708	42.7
	"1991"	"1991"	"5-9 years"	"5-9"	1634	8922051	18.3
	"1991"	"1991"	"10-14 years"	"10-14"	1573	8658916	18.2
	"1991"	"1991"	"15-19 years"	"15-19"	3955	8407309	47.0
	"1991"	"1991"	"20-24 years"	"20-24"	4948	9451344	52.4
	"1991"	"1991"	"25-34 years"	"25-34"	15919	21585110	73.7
	"1991"	"1991"	"35-44 years"	"35-44"	27570	19861212	138.8
	"1991"	"1991"	"45-54 years"	"45-54"	44648	13208754	338.0
	"1991"	"1991"	"55-64 years"	"55-64"	96642	11089269	871.5
	"1991"	"1991"	"65-74 years"	"65-74"	202780	10253227	1977.7
	"1991"	"1991"	"75-84 years"	"75-84"	308540	6441707	4789.7
	"1991"	"1991"	"85+ years"	"85+"	320578	2306135	13901.1
	"1991"	"1991"	"Not Stated"	"NS"	139	Not Applicable	Not Applicable
"Total"	"1991"	"1991"			1047853	129618131	808.4
	"1992"	"1992"	"< 1 year"	"1"	15083	1982917	760.6
	"1992"	"1992"	"1-4 years"	"1-4"	2955	7595372	38.9
	"1992"	"1992"	"5-9 years"	"5-9"	1508	8995027	16.8
	"1992"	"1992"	"10-14 years"	"10-14"	1605	8897292	18.0
	"1992"	"1992"	"15-19 years"	"15-19"	3664	8388570	43.7
	"1992"	"1992"	"20-24 years"	"20-24"	4677	9416575	49.7
	"1992"	"1992"	"25-34 years"	"25-34"	15586	21438678	72.7
	"1992"	"1992"	"35-44 years"	"35-44"	28295	20173674	140.3
	"1992"	"1992"	"45-54 years"	"45-54"	45759	14075709	325.1
	"1992"	"1992"	"55-64 years"	"55-64"	94111	11040886	852.4
	"1992"	"1992"	"65-74 years"	"65-74"	203751	10341223	1970.3
	"1992"	"1992"	"75-84 years"	"75-84"	309955	6562650	4723.0
	"1992"	"1992"	"85+ years"	"85+"	326210	2399037	13597.5
	"1992"	"1992"	"Not Stated"	"NS"	118	Not Applicable	Not Applicable
"Total"	"1992"	"1992"			1053277	131307610	802.1
	"1993"	"1993"	"< 1 year"	"1"	14507	1951379	743.4
	"1993"	"1993"	"1-4 years"	"1-4"	3074	7733713	39.7
	"1993"	"1993"	"5-9 years"	"5-9"	1715	9100328	18.8
	"1993"	"1993"	"10-14 years"	"10-14"	1736	9128750	19.0
	"1993"	"1993"	"15-19 years"	"15-19"	3834	8496137	45.1
	"1993"	"1993"	"20-24 years"	"20-24"	4743	9327766	50.8
	"1993"	"1993"	"25-34 years"	"25-34"	15958	21253390	75.1
	"1993"	"1993"	"35-44 years"	"35-44"	29643	20635137	143.7
	"1993"	"1993"	"45-54 years"	"45-54"	48367	14741971	328.1
	"1993"	"1993"	"55-64 years"	"55-64"	94675	11036850	857.8
	"1993"	"1993"	"65-74 years"	"65-74"	208213	10428798	1996.5
	"1993"	"1993"	"75-84 years"	"75-84"	324479	6672781	4862.7
	"1993"	"1993"	"85+ years"	"85+"	355659	2493627	14262.7
	"1993"	"1993"	"Not Stated"	"NS"	153	Not Applicable	Not Applicable
"Total"	"1993"	"1993"			1106756	133000627	832.1
	"1994"	"1994"	"< 1 year"	"1"	13896	1930178	719.9
	"1994"	"1994"	"1-4 years"	"1-4"	2959	7782853	38.0
	"1994"	"1994"	"5-9 years"	"5-9"	1561	9284531	16.8
	"1994"	"1994"	"10-14 years"	"10-14"	1721	9265835	18.6
	"1994"	"1994"	"15-19 years"	"15-19"	3840	8689030	44.2
	"1994"	"1994"	"20-24 years"	"20-24"	4643	9167765	50.6
	"1994"	"1994"	"25-34 years"	"25-34"	16093	21079959	76.3
	"1994"	"1994"	"35-44 years"	"35-44"	30759	21083565	145.9
	"1994"	"1994"	"45-54 years"	"45-54"	50438	15396122	327.6
	"1994"	"1994"	"55-64 years"	"55-64"	92931	11088628	838.1
	"1994"	"1994"	"65-74 years"	"65-74"	207430	10458903	1983.3
	"1994"	"1994"	"75-84 years"	"75-84"	327285	6784095	4824.3
	"1994"	"1994"	"85+ years"	"85+"	362588	2574808	14082.1
	"1994"	"1994"	"Not Stated"	"NS"	103	Not Applicable	Not Applicable
"Total"	"1994"	"1994"			1116247	134586272	829.4
	"1995"	"1995"	"< 1 year"	"1"	12961	1903234	681.0
	"1995"	"1995"	"1-4 years"	"1-4"	2784	7731902	36.0
	"1995"	"1995"	"5-9 years"	"5-9"	1568	9485029	16.5
	"1995"	"1995"	"10-14 years"	"10-14"	1809	9366209	19.3
	"1995"	"1995"	"15-19 years"	"15-19"	4021	8929131	45.0
	"1995"	"1995"	"20-24 years"	"20-24"	4446	8985933	49.5
	"1995"	"1995"	"25-34 years"	"25-34"	15919	20930892	76.1
	"1995"	"1995"	"35-44 years"	"35-44"	32139	21521809	149.3
	"1995"	"1995"	"45-54 years"	"45-54"	52078	16066641	324.1
	"1995"	"1995"	"55-64 years"	"55-64"	93222	11161349	835.2
	"1995"	"1995"	"65-74 years"	"65-74"	206889	10470931	1975.8
	"1995"	"1995"	"75-84 years"	"75-84"	332769	6905925	4818.6
	"1995"	"1995"	"85+ years"	"85+"	378436	2657136	14242.3
	"1995"	"1995"	"Not Stated"	"NS"	132	Not Applicable	Not Applicable
"Total"	"1995"	"1995"			1139173	136116121	836.9
	"1996"	"1996"	"< 1 year"	"1"	12522	1901014	658.7
	"1996"	"1996"	"1-4 years"	"1-4"	2599	7647897	34.0
	"1996"	"1996"	"5-9 years"	"5-9"	1580	9691976	16.3
	"1996"	"1996"	"10-14 years"	"10-14"	1747	9476625	18.4
	"1996"	"1996"	"15-19 years"	"15-19"	3981	9193223	43.3
	"1996"	"1996"	"20-24 years"	"20-24"	4149	8770360	47.3
	"1996"	"1996"	"25-34 years"	"25-34"	15077	20804408	72.5
	"1996"	"1996"	"35-44 years"	"35-44"	31729	21936508	144.6
	"1996"	"1996"	"45-54 years"	"45-54"	53458	16734525	319.4
	"1996"	"1996"	"55-64 years"	"55-64"	92555	11285267	820.1
	"1996"	"1996"	"65-74 years"	"65-74"	204721	10426193	1963.5
	"1996"	"1996"	"75-84 years"	"75-84"	338031	7057505	4789.7
	"1996"	"1996"	"85+ years"	"85+"	388822	2734961	14216.7
	"1996"	"1996"	"Not Stated"	"NS"	150	Not Applicable	Not Applicable
"Total"	"1996"	"1996"			1151121	137660462	836.2
	"1997"	"1997"	"< 1 year"	"1"	12257	1895298	646.7
	"1997"	"1997"	"1-4 years"	"1-4"	2380	7557654	31.5
	"1997"	"1997"	"5-9 years"	"5-9"	1600	9885415	16.2
	"1997"	"1997"	"10-14 years"	"10-14"	1698	9557354	17.8
	"1997"	"1997"	"15-19 years"	"15-19"	4007	9425166	42.5
	"1997"	"1997"	"20-24 years"	"20-24"	4225	8780930	48.1
	"1997"	"1997"	"25-34 years"	"25-34"	13831	20568783	67.2
	"1997"	"1997"	"35-44 years"	"35-44"	31267	22266278	140.4
	"1997"	"1997"	"45-54 years"	"45-54"	54295	17427695	311.5
	"1997"	"1997"	"55-64 years"	"55-64"	93117	11534771	807.3
	"1997"	"1997"	"65-74 years"	"65-74"	200399	10326142	1940.7
	"1997"	"1997"	"75-84 years"	"75-84"	341139	7206897	4733.5
	"1997"	"1997"	"85+ years"	"85+"	399907	2805297	14255.4
	"1997"	"1997"	"Not Stated"	"NS"	84	Not Applicable	Not Applicable
"Total"	"1997"	"1997"			1160206	139237680	833.3
	"1998"	"1998"	"< 1 year"	"1"	12585	1925348	653.6
	"1998"	"1998"	"1-4 years"	"1-4"	2331	7513485	31.0
	"1998"	"1998"	"5-9 years"	"5-9"	1492	10006536	14.9
	"1998"	"1998"	"10-14 years"	"10-14"	1613	9666862	16.7
	"1998"	"1998"	"15-19 years"	"15-19"	3875	9640995	40.2
	"1998"	"1998"	"20-24 years"	"20-24"	4035	8901215	45.3
	"1998"	"1998"	"25-34 years"	"25-34"	13301	20266518	65.6
	"1998"	"1998"	"35-44 years"	"35-44"	31727	22516774	140.9
	"1998"	"1998"	"45-54 years"	"45-54"	54752	17958691	304.9
	"1998"	"1998"	"55-64 years"	"55-64"	93590	11989847	780.6
	"1998"	"1998"	"65-74 years"	"65-74"	199639	10236956	1950.2
	"1998"	"1998"	"75-84 years"	"75-84"	347451	7306166	4755.6
	"1998"	"1998"	"85+ years"	"85+"	413518	2885710	14329.9
	"1998"	"1998"	"Not Stated"	"NS"	87	Not Applicable	Not Applicable
"Total"	"1998"	"1998"			1179996	140815103	838.0
"Total"					20600157	2542325386	810.3
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"Gender: Female"
"Group By: Year; Age Group"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jun 29, 2020 1:18:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000 and CMF"
"1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html on Jun 29, 2020 1:18:17 PM"
"---"
Caveats:
"1. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"2. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
